
     Year         No. of      Temp.       Std.        95% Conf. Interval
      (AD)        Proxies     Anom.       Error       lower        upper
                             (deg. C)
   1703.0000     17.0000     -0.4077      0.1436     -0.6949     -0.1206
   1704.0000     17.0000     -0.3989      0.1436     -0.6861     -0.1118
   1705.0000     17.0000     -0.3910      0.1436     -0.6781     -0.1038
   1706.0000     17.0000     -0.3872      0.1436     -0.6744     -0.1001
   1707.0000     17.0000     -0.3874      0.1436     -0.6746     -0.1003
   1708.0000     17.0000     -0.3853      0.1436     -0.6725     -0.0982
   1709.0000     17.0000     -0.3760      0.1436     -0.6632     -0.0889
   1710.0000     17.0000     -0.3631      0.1436     -0.6502     -0.0759
   1711.0000     17.0000     -0.3496      0.1436     -0.6367     -0.0624
   1712.0000     17.0000     -0.3379      0.1436     -0.6250     -0.0507
   1713.0000     17.0000     -0.3343      0.1436     -0.6215     -0.0472
   1714.0000     17.0000     -0.3311      0.1436     -0.6182     -0.0439
   1715.0000     17.0000     -0.3275      0.1436     -0.6147     -0.0404
   1716.0000     17.0000     -0.3239      0.1436     -0.6111     -0.0368
   1717.0000     17.0000     -0.3226      0.1436     -0.6097     -0.0354
   1718.0000     17.0000     -0.3238      0.1436     -0.6109     -0.0366
   1719.0000     17.0000     -0.3291      0.1436     -0.6162     -0.0419
   1720.0000     17.0000     -0.3346      0.1436     -0.6217     -0.0474
   1721.0000     17.0000     -0.3377      0.1436     -0.6248     -0.0505
   1722.0000     17.0000     -0.3403      0.1436     -0.6275     -0.0532
   1723.0000     17.0000     -0.3437      0.1436     -0.6308     -0.0565
   1724.0000     17.0000     -0.3468      0.1436     -0.6340     -0.0597
   1725.0000     17.0000     -0.3497      0.1436     -0.6368     -0.0625
   1726.0000     17.0000     -0.3516      0.1436     -0.6388     -0.0645
   1727.0000     17.0000     -0.3507      0.1436     -0.6379     -0.0636
   1728.0000     17.0000     -0.3440      0.1436     -0.6311     -0.0568
   1729.0000     17.0000     -0.3335      0.1436     -0.6206     -0.0463
   1730.0000     17.0000     -0.3174      0.1436     -0.6045     -0.0302
   1731.0000     17.0000     -0.3079      0.1436     -0.5951     -0.0208
   1732.0000     17.0000     -0.3083      0.1436     -0.5954     -0.0211
   1733.0000     17.0000     -0.3108      0.1436     -0.5979     -0.0236
   1734.0000     17.0000     -0.3137      0.1436     -0.6008     -0.0265
   1735.0000     17.0000     -0.3197      0.1436     -0.6068     -0.0325
   1736.0000     17.0000     -0.3264      0.1436     -0.6135     -0.0392
   1737.0000     17.0000     -0.3320      0.1436     -0.6192     -0.0449
   1738.0000     17.0000     -0.3352      0.1436     -0.6223     -0.0480
   1739.0000     17.0000     -0.3333      0.1436     -0.6205     -0.0462
   1740.0000     17.0000     -0.3218      0.1436     -0.6090     -0.0347
   1741.0000     17.0000     -0.3114      0.1436     -0.5986     -0.0243
   1742.0000     17.0000     -0.3030      0.1436     -0.5901     -0.0158
   1743.0000     17.0000     -0.3002      0.1436     -0.5874     -0.0131
   1744.0000     17.0000     -0.2966      0.1436     -0.5837     -0.0094
   1745.0000     17.0000     -0.2936      0.1436     -0.5808     -0.0065
   1746.0000     17.0000     -0.2900      0.1436     -0.5772     -0.0028
   1747.0000     17.0000     -0.2867      0.1436     -0.5738      0.0005
   1748.0000     17.0000     -0.2825      0.1436     -0.5697      0.0046
   1749.0000     17.0000     -0.2733      0.1436     -0.5604      0.0139
   1750.0000     17.0000     -0.2618      0.1436     -0.5489      0.0254
   1751.0000     17.0000     -0.2482      0.1436     -0.5354      0.0390
   1752.0000     17.0000     -0.2342      0.1436     -0.5214      0.0529
   1753.0000     17.0000     -0.2220      0.1436     -0.5091      0.0652
   1754.0000     17.0000     -0.2085      0.1436     -0.4957      0.0786
   1755.0000     17.0000     -0.1921      0.1436     -0.4793      0.0950
   1756.0000     17.0000     -0.1730      0.1436     -0.4601      0.1142
   1757.0000     17.0000     -0.1504      0.1436     -0.4376      0.1367
   1758.0000     17.0000     -0.1425      0.1436     -0.4297      0.1446
   1759.0000     17.0000     -0.1453      0.1436     -0.4325      0.1418
   1760.0000     17.0000     -0.1502      0.1436     -0.4374      0.1369
   1761.0000     17.0000     -0.1541      0.1436     -0.4413      0.1330
   1762.0000     17.0000     -0.1539      0.1436     -0.4410      0.1333
   1763.0000     17.0000     -0.1483      0.1436     -0.4355      0.1388
   1764.0000     17.0000     -0.1331      0.1436     -0.4203      0.1540
   1765.0000     17.0000     -0.1175      0.1436     -0.4047      0.1696
   1766.0000     17.0000     -0.1055      0.1436     -0.3926      0.1817
   1767.0000     17.0000     -0.1020      0.1436     -0.3892      0.1851
   1768.0000     17.0000     -0.1064      0.1436     -0.3936      0.1807
   1769.0000     17.0000     -0.1190      0.1436     -0.4062      0.1681
   1770.0000     17.0000     -0.1267      0.1436     -0.4139      0.1604
   1771.0000     17.0000     -0.1292      0.1436     -0.4163      0.1580
   1772.0000     17.0000     -0.1245      0.1436     -0.4117      0.1626
   1773.0000     17.0000     -0.1181      0.1436     -0.4052      0.1691
   1774.0000     17.0000     -0.1114      0.1436     -0.3986      0.1758
   1775.0000     17.0000     -0.1016      0.1436     -0.3888      0.1855
   1776.0000     17.0000     -0.0898      0.1436     -0.3769      0.1974
   1777.0000     17.0000     -0.0838      0.1436     -0.3710      0.2033
   1778.0000     17.0000     -0.0863      0.1436     -0.3734      0.2009
   1779.0000     17.0000     -0.0838      0.1436     -0.3709      0.2034
   1780.0000     17.0000     -0.0840      0.1436     -0.3711      0.2032
   1781.0000     17.0000     -0.0862      0.1436     -0.3734      0.2010
   1782.0000     17.0000     -0.0896      0.1436     -0.3767      0.1976
   1783.0000     17.0000     -0.0958      0.1436     -0.3830      0.1913
   1784.0000     17.0000     -0.1050      0.1436     -0.3921      0.1822
   1785.0000     17.0000     -0.1092      0.1436     -0.3964      0.1779
   1786.0000     17.0000     -0.1275      0.1436     -0.4147      0.1596
   1787.0000     17.0000     -0.1366      0.1436     -0.4237      0.1506
   1788.0000     17.0000     -0.1360      0.1436     -0.4232      0.1511
   1789.0000     17.0000     -0.1283      0.1436     -0.4154      0.1589
   1790.0000     17.0000     -0.1161      0.1436     -0.4032      0.1711
   1791.0000     17.0000     -0.1019      0.1436     -0.3890      0.1853
   1792.0000     17.0000     -0.0916      0.1436     -0.3788      0.1955
   1793.0000     17.0000     -0.0910      0.1436     -0.3781      0.1962
   1794.0000     17.0000     -0.0903      0.1436     -0.3775      0.1968
   1795.0000     17.0000     -0.0894      0.1436     -0.3766      0.1977
   1796.0000     16.0000     -0.0713      0.1506     -0.3726      0.2300
   1797.0000     16.0000     -0.0528      0.1506     -0.3541      0.2485
   1798.0000     16.0000     -0.0516      0.1506     -0.3529      0.2497
   1799.0000     16.0000     -0.0457      0.1506     -0.3470      0.2556
   1800.0000     16.0000     -0.0380      0.1506     -0.3393      0.2633
   1801.0000     16.0000     -0.0280      0.1506     -0.3293      0.2733
   1802.0000     16.0000     -0.0104      0.1506     -0.3117      0.2908
   1803.0000     16.0000     -0.0026      0.1506     -0.3039      0.2987
   1804.0000     16.0000     -0.0066      0.1506     -0.3079      0.2947
   1805.0000     16.0000     -0.0154      0.1506     -0.3167      0.2859
   1806.0000     16.0000     -0.0160      0.1506     -0.3173      0.2853
   1807.0000     16.0000     -0.0028      0.1506     -0.3041      0.2985
   1808.0000     16.0000     -0.0011      0.1506     -0.3024      0.3002
   1809.0000     16.0000     -0.0021      0.1506     -0.3034      0.2992
   1810.0000     16.0000     -0.0057      0.1506     -0.3070      0.2956
   1811.0000     16.0000     -0.0090      0.1506     -0.3103      0.2923
   1812.0000     16.0000     -0.0134      0.1506     -0.3147      0.2879
   1813.0000     16.0000     -0.0215      0.1506     -0.3228      0.2798
   1814.0000     16.0000     -0.0330      0.1506     -0.3343      0.2683
   1815.0000     16.0000     -0.0269      0.1506     -0.3282      0.2744
   1816.0000     16.0000     -0.0133      0.1506     -0.3146      0.2880
   1817.0000     16.0000     -0.0067      0.1506     -0.3080      0.2946
   1818.0000     16.0000     -0.0095      0.1506     -0.3108      0.2918
   1819.0000     16.0000     -0.0175      0.1506     -0.3188      0.2838
   1820.0000     16.0000     -0.0308      0.1506     -0.3321      0.2705
   1821.0000     16.0000     -0.0424      0.1506     -0.3437      0.2589
   1822.0000     16.0000     -0.0503      0.1506     -0.3516      0.2510
   1823.0000     16.0000     -0.0555      0.1506     -0.3568      0.2458
   1824.0000     16.0000     -0.0591      0.1506     -0.3604      0.2422
   1825.0000     16.0000     -0.0670      0.1506     -0.3683      0.2343
   1826.0000     16.0000     -0.0798      0.1506     -0.3811      0.2215
   1827.0000     16.0000     -0.0745      0.1506     -0.3758      0.2268
   1828.0000     16.0000     -0.0764      0.1506     -0.3777      0.2249
   1829.0000     16.0000     -0.0806      0.1506     -0.3819      0.2207
   1830.0000     16.0000     -0.0921      0.1506     -0.3934      0.2092
   1831.0000     16.0000     -0.1170      0.1506     -0.4183      0.1843
   1832.0000     16.0000     -0.1356      0.1506     -0.4369      0.1657
   1833.0000     16.0000     -0.1472      0.1506     -0.4485      0.1541
   1834.0000     16.0000     -0.1521      0.1506     -0.4534      0.1492
   1835.0000     16.0000     -0.1538      0.1506     -0.4551      0.1475
   1836.0000     16.0000     -0.1602      0.1506     -0.4615      0.1411
   1837.0000     16.0000     -0.1615      0.1506     -0.4628      0.1398
   1838.0000     16.0000     -0.1614      0.1506     -0.4627      0.1399
   1839.0000     16.0000     -0.1569      0.1506     -0.4582      0.1444
   1840.0000     16.0000     -0.1497      0.1506     -0.4510      0.1516
   1841.0000     16.0000     -0.1361      0.1506     -0.4374      0.1652
   1842.0000     16.0000     -0.1177      0.1506     -0.4190      0.1836
   1843.0000     16.0000     -0.1048      0.1506     -0.4061      0.1965
   1844.0000     16.0000     -0.1006      0.1506     -0.4019      0.2007
   1845.0000     16.0000     -0.1027      0.1506     -0.4040      0.1986
   1846.0000     16.0000     -0.1010      0.1506     -0.4023      0.2003
   1847.0000     16.0000     -0.0965      0.1506     -0.3978      0.2048
   1848.0000     15.0000     -0.1253      0.1415     -0.4083      0.1577
   1849.0000     15.0000     -0.1144      0.1415     -0.3973      0.1686
   1850.0000     15.0000     -0.1125      0.1415     -0.3955      0.1705
   1851.0000     15.0000     -0.1150      0.1415     -0.3980      0.1680
   1852.0000     15.0000     -0.1096      0.1415     -0.3925      0.1734
   1853.0000     15.0000     -0.1101      0.1415     -0.3930      0.1729
   1854.0000     15.0000     -0.1164      0.1415     -0.3994      0.1666
   1855.0000     15.0000     -0.1198      0.1415     -0.4028      0.1632
   1856.0000     15.0000     -0.1181      0.1415     -0.4011      0.1648
   1857.0000     15.0000     -0.1137      0.1415     -0.3967      0.1693
   1858.0000     15.0000     -0.1106      0.1415     -0.3936      0.1724
   1859.0000     15.0000     -0.1059      0.1415     -0.3889      0.1771
   1860.0000     15.0000     -0.0975      0.1415     -0.3805      0.1855
   1861.0000     15.0000     -0.0818      0.1415     -0.3648      0.2011
   1862.0000     15.0000     -0.0592      0.1415     -0.3421      0.2238
   1863.0000     15.0000     -0.0357      0.1415     -0.3186      0.2473
   1864.0000     15.0000     -0.0465      0.1415     -0.3294      0.2365
   1865.0000     15.0000     -0.0524      0.1415     -0.3354      0.2306
   1866.0000     15.0000     -0.0505      0.1415     -0.3334      0.2325
   1867.0000     15.0000     -0.0516      0.1415     -0.3346      0.2314
   1868.0000     15.0000     -0.0590      0.1415     -0.3420      0.2240
   1869.0000     15.0000     -0.0705      0.1415     -0.3535      0.2125
   1870.0000     15.0000     -0.0796      0.1415     -0.3626      0.2033
   1871.0000     15.0000     -0.0882      0.1415     -0.3712      0.1948
   1872.0000     15.0000     -0.0964      0.1415     -0.3793      0.1866
   1873.0000     15.0000     -0.1070      0.1415     -0.3900      0.1760
   1874.0000     15.0000     -0.1159      0.1415     -0.3989      0.1670
   1875.0000     15.0000     -0.1246      0.1415     -0.4076      0.1584
   1876.0000     15.0000     -0.1237      0.1415     -0.4067      0.1592
   1877.0000     15.0000     -0.1379      0.1415     -0.4208      0.1451
   1878.0000     15.0000     -0.1509      0.1415     -0.4338      0.1321
   1879.0000     15.0000     -0.1407      0.1415     -0.4237      0.1423
   1880.0000     15.0000     -0.1365      0.1415     -0.4195      0.1465
   1881.0000     15.0000     -0.1348      0.1415     -0.4178      0.1481
   1882.0000     15.0000     -0.1286      0.1415     -0.4116      0.1544
   1883.0000     15.0000     -0.1160      0.1415     -0.3990      0.1670
   1884.0000     15.0000     -0.1070      0.1415     -0.3900      0.1760
   1885.0000     15.0000     -0.1168      0.1415     -0.3998      0.1661
   1886.0000     15.0000     -0.1166      0.1415     -0.3995      0.1664
   1887.0000     15.0000     -0.1285      0.1415     -0.4115      0.1545
   1888.0000     15.0000     -0.1318      0.1415     -0.4147      0.1512
   1889.0000     15.0000     -0.1323      0.1415     -0.4153      0.1507
   1890.0000     15.0000     -0.1386      0.1415     -0.4216      0.1444
   1891.0000     15.0000     -0.1524      0.1415     -0.4354      0.1305
   1892.0000     15.0000     -0.1739      0.1415     -0.4569      0.1091
   1893.0000     15.0000     -0.1633      0.1415     -0.4462      0.1197
   1894.0000     15.0000     -0.1596      0.1415     -0.4426      0.1234
   1895.0000     15.0000     -0.1691      0.1415     -0.4521      0.1139
   1896.0000     15.0000     -0.1745      0.1415     -0.4575      0.1085
   1897.0000     15.0000     -0.1733      0.1415     -0.4562      0.1097
   1898.0000     15.0000     -0.1653      0.1415     -0.4483      0.1176
   1899.0000     15.0000     -0.1645      0.1415     -0.4475      0.1184
   1900.0000     15.0000     -0.1660      0.1415     -0.4490      0.1170
   1901.0000     15.0000     -0.1671      0.1415     -0.4501      0.1158
   1902.0000     15.0000     -0.1602      0.1415     -0.4432      0.1227
   1903.0000     15.0000     -0.1496      0.1415     -0.4326      0.1333
   1904.0000     15.0000     -0.1383      0.1415     -0.4212      0.1447
   1905.0000     15.0000     -0.1296      0.1415     -0.4125      0.1534
   1906.0000     15.0000     -0.1162      0.1415     -0.3992      0.1668
   1907.0000     15.0000     -0.0964      0.1415     -0.3793      0.1866
   1908.0000     15.0000     -0.0975      0.1415     -0.3805      0.1855
   1909.0000     15.0000     -0.0902      0.1415     -0.3732      0.1927
   1910.0000     15.0000     -0.0855      0.1415     -0.3685      0.1975
   1911.0000     14.0000     -0.0824      0.1478     -0.3780      0.2131
   1912.0000     14.0000     -0.0754      0.1478     -0.3710      0.2201
   1913.0000     14.0000     -0.0741      0.1478     -0.3696      0.2215
   1914.0000     14.0000     -0.0666      0.1478     -0.3622      0.2289
   1915.0000     14.0000     -0.0755      0.1478     -0.3710      0.2201
   1916.0000     14.0000     -0.0681      0.1478     -0.3636      0.2275
   1917.0000     14.0000     -0.0669      0.1478     -0.3625      0.2286
   1918.0000     14.0000     -0.0685      0.1478     -0.3641      0.2270
   1919.0000     14.0000     -0.0730      0.1478     -0.3686      0.2225
   1920.0000     14.0000     -0.0658      0.1478     -0.3614      0.2297
   1921.0000     13.0000     -0.0534      0.1563     -0.3661      0.2593
   1922.0000     12.0000     -0.0485      0.1646     -0.3778      0.2808
   1923.0000     12.0000     -0.0389      0.1646     -0.3682      0.2903
   1924.0000     12.0000     -0.0256      0.1646     -0.3549      0.3037
   1925.0000     12.0000     -0.0112      0.1646     -0.3404      0.3181
   1926.0000     11.0000      0.0361      0.1778     -0.3195      0.3917
   1927.0000     11.0000      0.0341      0.1778     -0.3215      0.3896
   1928.0000     11.0000      0.0371      0.1778     -0.3185      0.3927
   1929.0000     11.0000      0.0634      0.1778     -0.2922      0.4190
   1930.0000     11.0000      0.0902      0.1778     -0.2653      0.4458
   1931.0000     11.0000      0.1035      0.1778     -0.2521      0.4590
   1932.0000     11.0000      0.1145      0.1778     -0.2411      0.4701
   1933.0000     11.0000      0.1175      0.1778     -0.2381      0.4731
   1934.0000     11.0000      0.1190      0.1778     -0.2366      0.4746
   1935.0000     11.0000      0.1142      0.1778     -0.2414      0.4698
