# using minimal fraction of valid points 30.00
# using only 5lan points from LS mask in CMIP5/monthly/lsmask_cmip3_144.nc
# tas [Celsius] from CNRM-CM5 model output prepared for CMIP5 RCP2.6 r1i1p1
# cutting out region lon=    0.000  360.000, lat=  -90.000   90.000
 1861 -0.3540039       1.368347       2.418610       5.086945       8.122406       11.40012       13.58359       12.77585       10.44974       7.027344       3.178406      0.7832947    
 1862 -0.4405518      0.5550232       1.923645       5.018066       8.093903       11.56525       13.34109       12.94592       9.874695       6.749207       3.394470      0.4774475    
 1863 -0.7380066      0.5036316       2.844818       5.534363       8.494415       11.23044       12.98093       12.59869       10.09381       6.998505       3.054596     -0.3197937    
 1864 -0.8313904      0.2915039       2.050446       5.463440       8.399933       11.32822       13.00244       12.23239       10.10287       6.895355       3.158203      0.6936340    
 1865 -0.3959656       1.136200       2.691040       5.973480       8.416565       11.90829       13.51993       12.98679       10.62970       7.191010       3.541931     -0.3934937    
 1866 -0.6525879      0.2528992       1.903564       5.358368       8.257294       11.11746       13.04807       13.00232       10.80545       7.348480       3.340149       1.383575    
 1867 -0.3645325      0.6254272       2.167084       5.184143       8.405853       10.70160       13.02408       12.74606       10.32343       7.264435       3.190979     -0.1342773    
 1868 -0.2629395      0.5585022       1.981659       5.313843       8.234680       11.15845       13.13882       12.63464       10.52783       6.610962       2.864136      0.3213196    
 1869  0.4417419      0.6293030       2.249451       5.491455       8.926300       11.41196       13.61530       12.61234       10.31592       6.857941       2.613159      0.4656677    
 1870  -1.498962      0.2703247       2.903656       5.049164       8.113281       11.00122       13.15897       12.78757       10.33716       6.956757       3.045380      0.7674866    
 1871 -0.6298218      0.3512573       2.481445       5.312988       8.406952       11.28018       13.23615       12.74780       10.07965       6.706177       2.792419      0.5723267    
 1872 -0.5594788      0.1438904       2.405518       5.703705       8.683685       11.60287       13.26981       13.00021       10.21515       6.934235       3.352875      0.8005981    
 1873  -1.034576      0.4937744E-01   2.503845       5.503815       8.053772       11.03119       12.77609       12.59799       10.37839       7.094971       3.132813      0.5033569    
 1874  0.5419922E-01  0.8570862       2.642456       5.766479       8.569946       11.41104       13.23438       12.82626       10.34149       6.896637       2.882599      0.3232422    
 1875 -0.1936035       1.254333       3.198486       5.248322       8.220520       11.15359       13.00754       12.55591       10.65115       7.075714       3.072601     -0.2201538    
 1876 -0.3701782E-01  0.3398743       1.789307       4.875336       8.326508       11.44818       13.03183       12.82858       10.09418       7.040466       3.449707      0.5085754    
 1877 -0.3783875     -0.5002747       1.775055       5.087677       8.227722       11.22018       13.09192       12.76340       10.28406       7.045166       3.217621      0.2741089    
 1878 -0.3723145      0.5554810       2.669861       5.639038       8.666016       11.45160       13.42606       12.89371       10.75766       7.234344       3.698090      0.5590210    
 1879 -0.9634094      0.7306824       2.589722       4.841125       8.151489       10.95728       12.77481       12.65866       10.46414       6.916321       3.901428       1.084229    
 1880 -0.7020264      0.8341980       2.495148       5.617828       8.548157       11.63004       13.26291       12.88864       10.24960       7.262878       3.423248      0.7608948    
 1881 -0.1093140      0.3684998       2.595581       5.784698       8.156616       11.15488       13.05606       12.77524       10.12729       6.923401       3.175232      0.4872437    
 1882  0.6893005       1.269073       3.429718       5.753418       8.769348       11.63168       13.44482       13.63870       10.44418       7.252289       3.626587       1.330566    
 1883 -0.6454468E-01  0.6802673       2.432709       5.092529       8.328674       11.63080       13.52075       12.53159       10.14932       7.075775       2.754089     -0.4179688    
 1884  -1.509460     -0.7460938       1.146576       4.081757       7.009674       9.830231       11.80984       11.66333       9.419647       6.134186       2.188141     -0.3759155    
 1885  -1.804535     -0.9248352       2.097778       5.296814       7.728271       10.74377       12.65244       12.23096       9.828674       6.246765       2.568848     -0.1509705    
 1886 -0.8594666     -0.5012512       1.937164       4.707642       8.026245       10.71463       12.75424       12.31998       9.885773       6.347473       2.647369      0.4531860    
 1887 -0.9881592      0.4597168       2.462036       5.417084       8.744110       11.43546       13.14612       12.78818       10.53726       7.161713       2.997314      0.5044861    
 1888 -0.1230164     -0.2151489E-01   2.462585       5.386444       8.530334       11.47540       13.20474       12.69824       10.23859       6.801880       3.559753      0.8685303    
 1889  0.1680298      0.9469299       3.034668       5.899109       8.441223       11.10861       13.38132       12.92139       10.38943       7.179871       2.782043     -0.4737244    
 1890 -0.8169250      0.5437622       2.672821       5.053375       8.104156       10.87570       12.71609       12.51663       10.34018       7.081421       3.105835     -0.2350769    
 1891 -0.9002380      0.5946960       2.758698       5.084869       8.126740       11.29050       13.11481       12.34268       10.33331       6.421295       2.903198      0.4603271    
 1892 -0.3830566      0.2871399       2.267761       5.196564       8.624451       11.61655       12.95187       12.76669       10.57129       7.221771       3.474640      0.2356262    
 1893 -0.2726440      0.8422546       3.116547       6.069092       8.638855       11.75543       13.42499       13.11517       10.81070       7.198517       3.703705       1.119812    
 1894 -0.5056458       1.211090       2.584991       5.599976       8.601593       11.12790       12.74368       12.48859       10.18222       7.105621       3.380768       1.145630    
 1895 -0.5215149      0.4922485       2.037415       4.839996       8.442932       11.43442       13.05664       12.92642       10.56277       7.465576       3.738281      0.9826660E-02
 1896 -0.7934265      0.8602295       2.552979       5.531219       8.714172       11.30832       13.19150       12.57990       10.61789       7.173950       3.610901       1.211487    
 1897 -0.1205444E-01  0.3156738       2.788879       5.759857       8.843536       11.18597       13.12479       12.85315       11.12656       7.659241       3.827972      0.8406982    
 1898  0.9588623E-01 -0.9878540E-01   2.178589       5.252716       8.445129       11.39227       13.47015       12.89307       10.90250       7.244507       2.914673       1.438080    
 1899 -0.1215210      0.8635559       3.501526       5.943451       8.894684       11.54361       13.51459       13.07996       10.67007       7.222076       3.067505      0.5092468    
 1900 -0.4418030      0.8445435       3.096313       6.200378       9.345581       11.36575       13.22250       12.80420       10.86758       7.466370       3.587463      0.6679382    
 1901  0.2201538      0.3326721       3.163727       5.969330       8.467896       11.85956       13.44031       13.04297       10.63910       6.975525       3.391357      0.8520203    
 1902 -0.6651611      0.7564697       2.385284       5.765106       8.623291       11.42706       13.43698       13.23303       10.81482       7.303467       4.092987      0.7318115    
 1903 -0.4457397      0.7340393       2.459961       5.167114       8.277435       11.26416       12.76505       12.48550       9.967743       6.244629       2.904541      0.9257813    
 1904 -0.1990051      0.7384949       2.449432       5.306854       8.168915       11.01050       13.15689       12.85165       10.33911       6.743164       2.939850      0.6776123    
 1905 -0.2778015      0.3785400       2.515747       5.557983       8.565125       11.18878       12.89362       12.81464       10.19711       6.981140       3.184113      0.9103088    
 1906 -0.5611267      0.2012024       2.237366       5.379181       8.480652       11.13516       13.14108       12.65131       9.939484       6.542450       3.212799      0.9854126    
 1907 -0.5730896       1.345703       2.449371       5.538879       8.689636       11.33453       12.92160       12.52438       10.20126       6.793976       3.199310       1.129120    
 1908  0.3822327       1.281097       2.893036       6.213562       9.090881       12.30655       13.77896       12.59576       10.39246       7.453613       3.713135      0.9147644    
 1909 -0.2748718      0.1965027       2.376801       5.441559       8.281403       11.42288       12.95398       12.45349       10.46201       7.054535       3.619141      0.6052551    
 1910 -0.4772034      0.5838318       2.889038       5.777466       8.572357       11.43643       13.32779       12.89877       10.40790       6.824738       3.351471     -0.1119080    
 1911 -0.7398376      0.5927124       2.982452       5.125122       8.588135       11.53204       13.08707       12.75256       10.77341       7.304352       4.272339      0.8679810    
 1912  0.7537842E-01  0.9134827       3.475403       5.473663       8.695709       11.24432       12.99695       12.20691       10.27386       6.659698       2.300842      0.2385559    
 1913  -1.952271      0.1499634       1.707397       4.765289       8.170593       11.12772       12.96423       12.40344       10.08054       7.368195       2.901703      0.3162842    
 1914 -0.9782104      0.4073181       2.140106       5.536804       8.295837       10.86295       13.01758       12.47110       10.43069       6.575867       3.402405     -0.4999084    
 1915 -0.9794006      0.7171631E-01   2.588226       5.722351       8.879822       11.51550       13.10367       12.85062       10.42947       6.906830       2.961700      0.8700562    
 1916  -1.224762      0.4461975       2.830902       5.671600       8.803101       11.58826       13.27277       12.50403       10.39563       7.184387       3.457916      0.5406799    
 1917  0.4909973       1.309448       3.013763       5.881226       8.841949       11.61664       13.50562       12.86337       10.13327       7.156830       2.859741      0.6416626    
 1918 -0.6066284      0.7876587E-01   2.181519       4.926605       8.127533       11.37271       13.02820       12.64804       10.47412       7.266205       3.206573      0.5648804    
 1919  -1.247253     -0.1582947       1.960449       5.459259       8.240570       11.45013       12.83301       12.71954       10.31393       7.075104       3.205566      0.3276672    
 1920 -0.4702759E-01  0.3799133       2.199677       5.750641       8.650299       11.89838       13.64148       13.11887       10.56253       6.770233       2.884521       1.030975    
 1921 -0.8529663     -0.1983032       2.175873       5.070526       8.474060       11.27643       13.36560       12.16663       10.10165       6.253906       2.769897      0.4376526    
 1922  0.4656982       1.139252       3.279266       5.598236       8.470032       11.83313       13.33786       12.93433       10.56570       7.244781       3.097137      0.5433044    
 1923 -0.7633972       1.091919       3.174225       5.154907       8.065674       11.45126       12.95575       12.61243       10.53772       7.316559       3.579254      0.8791809    
 1924 -0.3344727     -0.3521729E-01   2.662476       5.828064       9.110718       11.92520       13.16473       12.74988       10.89774       6.820160       3.206085      0.9046631    
 1925  0.5381470      0.1454163       2.282471       5.336060       8.448395       11.33890       13.30911       12.83533       10.30054       6.694092       3.311920      0.4901428    
 1926 -0.4787292     -0.5358887E-01   3.246552       5.804810       8.929779       11.78207       13.54065       12.69434       10.21295       7.163483       3.218658      0.8107300    
 1927 -0.3283386      0.4143677       2.428680       5.639343       8.712982       11.33713       13.46567       12.95761       11.20798       7.147491       2.988647     -0.7366943E-01
 1928 -0.3416443      0.3550720       2.453644       5.398895       8.512665       11.99356       13.64398       12.87921       10.38171       7.096893       3.040466      0.7348938    
 1929 -0.9553833     -0.5103760       2.621277       5.508484       8.178131       11.03140       13.17734       12.63437       10.47879       6.822021       3.427917      0.5182800    
 1930  0.5143738      0.9250183       2.890228       5.877716       8.417236       11.74777       13.15350       12.75610       10.49655       7.052948       3.214417      0.8987427    
 1931 -0.3916016      0.2620850       3.002411       5.418640       8.301575       11.08990       13.29550       12.76993       10.24625       7.110504       3.474915      0.3497925    
 1932 -0.2619324     -0.3159485       2.648529       5.556091       8.508881       11.23862       13.34189       12.85199       10.56711       6.955688       2.544281      0.2936707    
 1933  0.5949402      0.7420349       2.902710       5.505096       8.259766       11.27563       13.11734       12.40579       9.993835       6.802521       2.945557      0.6706238    
 1934 -0.1751709      0.1457520       2.478485       5.796417       8.941742       11.53363       13.36508       13.05774       10.75177       7.528839       3.497833      0.5893250    
 1935  0.6999207      0.4819336       2.061432       5.149902       8.354248       10.98398       13.16101       12.82220       10.34271       6.928162       3.741516      0.8280334    
 1936  0.2539063E-01   1.034821       3.362885       5.980194       9.152374       12.41339       13.89044       13.22791       11.02640       7.695038       4.153931      0.5785522    
 1937 -0.4137268      0.1489258       3.256409       5.940979       8.959198       11.42130       13.49036       13.15155       10.85300       6.762299       3.065216      0.4575806    
 1938 -0.7331543      0.4024353       2.928802       5.076996       8.692291       11.68381       13.49692       12.79758       10.76770       7.155731       3.807800      0.4084778    
 1939 -0.4743652     -0.6072998E-02   2.298645       6.132874       8.668030       11.51071       13.49677       13.06506       10.51404       7.667877       3.620117      0.5763245    
 1940 -0.7362366     -0.2110901       2.503479       5.182983       9.028473       11.77292       13.65570       12.92972       10.53561       6.964264       3.497284      0.8423157    
 1941  0.3307190      0.7583618       2.772675       5.850800       8.876465       11.87863       13.31021       13.05844       10.70367       7.315552       3.242401       1.190887    
 1942  0.1243286       1.383087       3.224884       6.160797       8.853180       11.65997       13.62204       13.15689       10.61435       7.626160       3.321564       1.592957    
 1943  0.5487061E-01   1.049622       2.455048       5.348572       8.306488       11.07339       13.38101       12.99136       10.62677       7.443298       3.412109       1.287323    
 1944 -0.9976196E-01  0.9426270       2.831879       5.578705       8.994171       11.62662       13.97116       13.29013       10.79468       7.471710       3.746613      0.7570496    
 1945 -0.2933350      0.5843506       2.734985       5.285187       8.464355       11.54929       12.91074       12.57977       10.38513       7.240997       3.593323       1.308746    
 1946 -0.3927002      0.6533813E-01   2.151886       5.368134       8.849365       11.73413       13.78113       13.12784       10.35721       7.417999       3.987854       1.067108    
 1947 -0.4331055      0.7276001       3.118042       5.733185       8.596008       11.75772       13.78964       13.13412       10.71988       7.492950       2.894836      0.9565125    
 1948 -0.2583313      0.2164307       2.564789       5.591736       8.455139       11.59155       13.23593       13.25342       10.76053       7.205353       3.949860       1.409424    
 1949 -0.4272461E-02  0.7817078       2.899109       6.018250       9.122070       12.01453       13.54620       13.20950       10.59744       7.140320       3.982300      0.8996582    
 1950 -0.1983337      0.3863220       2.905243       5.560577       8.525452       10.96179       13.04630       12.68781       10.78204       7.264160       3.499298       1.153412    
 1951  0.3257141      0.7524414       2.913727       5.684143       9.053680       11.87341       13.60150       12.89670       10.78073       7.381775       3.383820      0.6383667    
 1952  0.8215332E-01  0.4319153       2.781097       5.565735       8.467468       11.63141       13.40469       12.97815       10.75458       7.449829       3.832947      0.6706848    
 1953 -0.5954895      0.8595886       2.729431       5.516418       8.681641       11.46490       13.22372       12.65903       10.63062       6.527802       3.989685      0.1577148    
 1954 -0.9602966     -0.1987305       3.231720       6.208405       8.625488       11.55270       13.51404       12.98642       10.42044       7.270538       3.654449      0.3419189    
 1955 -0.1364136E-01  0.4357910       2.486542       5.410583       8.742676       11.93344       13.63882       12.87473       10.18533       7.042908       3.145203      0.6955261    
 1956 -0.4873352       1.080994       2.378754       5.672577       8.805389       11.43533       13.49747       13.06140       10.27206       7.665710       3.994446       1.831512    
 1957  0.5320740       1.232117       3.680511       6.006439       8.937592       12.28760       13.74759       13.34164       10.56155       7.256592       3.396515      0.9110107    
 1958 -0.4940186      0.2328186       2.314606       5.550964       8.604858       11.94440       13.45108       12.89780       10.42255       6.860046       3.117462      0.9912720    
 1959  -1.017944      0.4522095       3.023651       5.176086       8.381592       11.41873       13.04346       12.82437       10.48312       7.171265       3.143219      0.8085022    
 1960 -0.1137695      0.4456787       2.609406       5.549866       9.021576       12.12036       13.77615       13.20557       10.86496       7.314606       3.191650      0.4808960    
 1961  0.2474060      0.7582092       3.025421       5.787994       9.200714       12.06158       13.58789       13.02689       10.30466       7.240234       3.664612      0.4437561    
 1962 -0.1443481     -0.1382751       2.662201       5.643280       8.578033       11.27182       12.93796       12.38922       10.71661       7.042358       3.264282       1.245850    
 1963  0.5144043       1.032562       2.603271       5.731812       8.653717       11.30933       12.78342       12.55811       10.31512       6.934601       3.296997      0.6438599    
 1964  -1.320007     -0.6039734       2.049683       4.607941       8.180756       11.06442       12.92242       12.46457       10.03806       6.804047       2.953735      0.5195618    
 1965 -0.5282898      0.3862915       1.773346       5.323853       7.867188       11.04855       13.03503       12.52444       10.36511       7.358459       3.713806      0.5550232    
 1966 -0.3020630      0.4510803       2.765533       5.843384       8.856110       11.63483       13.49908       13.06311       10.70462       7.056824       3.245850      0.2046509    
 1967 -0.4672852     -0.3806458       2.519958       5.465027       8.374390       11.76633       13.15897       13.05585       10.46487       7.380157       2.792023      0.8971863    
 1968 -0.1724854      0.3063965       3.033508       5.675568       8.542908       11.40460       13.40912       13.21899       10.43613       6.957001       2.769348       1.077515    
 1969 -0.5647583      0.4331055       2.216492       5.261444       8.913452       11.80432       13.49814       12.55920       10.39822       6.715027       2.498962      0.8820801    
 1970 -0.5224915      0.7112732       2.140228       5.253082       8.401459       11.71542       13.68091       12.88071       10.61252       6.968658       3.075989      0.1920166    
 1971  0.6423950E-01  0.6024475       2.565857       6.317352       9.368713       11.96344       13.76474       13.26871       11.06830       7.581909       4.004852       1.238586    
 1972  0.1451721      0.7202454       2.635162       5.708832       8.790436       11.66284       13.41840       13.22845       10.65631       7.476593       3.336670      0.6771545    
 1973 -0.1520081      0.5092468       2.577942       5.032745       8.495239       11.47244       12.95020       12.62106       10.36807       6.888672       2.955536     -0.4472351    
 1974  0.2231140      0.7868347       2.611877       5.307434       8.746490       11.63025       13.72235       13.12363       10.99274       7.158417       3.165009      0.7139282    
 1975 -0.3992615      0.1092529E-01   2.136505       5.182800       8.250458       10.88480       13.43713       12.96371       10.51532       7.237427       3.420593      0.3590698    
 1976  -1.046509     -0.1969910       2.278473       5.304138       8.228271       11.65707       13.66833       12.59943       10.28366       6.681854       3.036835      0.6068420    
 1977  -1.467468      0.4916992       2.719391       5.819824       9.036346       11.75769       13.49637       12.67935       10.50345       7.030396       3.096649       1.533600    
 1978 -0.7117920      0.6568604       2.549438       4.983826       8.421936       11.70847       13.19843       12.74585       10.45523       6.804535       3.241364      0.1979675    
 1979 -0.4315796      0.5441589       2.849762       5.664856       8.866974       11.46725       13.56900       13.01721       10.64063       7.404388       3.810211       1.428314    
 1980  0.2247009      0.4648743       2.833221       5.634888       9.329651       11.78983       13.88528       13.19830       10.58939       7.307434       3.433746      0.5505981    
 1981 -0.6781616       1.373627       3.604736       6.122589       8.808563       11.69873       13.88168       13.52838       10.98914       7.532501       3.911804       1.188324    
 1982  0.2146606      0.9231567       2.401184       5.885162       9.211853       11.99316       13.52322       13.01746       10.72577       6.838226       3.833862      0.4504395E-01
 1983  0.1389160     -0.4122009       2.709351       5.431702       8.134888       11.22458       13.08444       12.67209       10.41702       7.047729       3.315186     -0.6423950E-01
 1984 -0.4428711      0.5361328       2.515717       5.497253       8.555695       11.59973       13.68533       13.08536       10.26532       7.403442       3.366394       1.015778    
 1985 -0.9440002      0.9140015E-01   2.962830       5.637604       8.654633       11.98941       13.36844       13.16077       10.50571       7.273468       3.612213      0.2927551    
 1986 -0.2308960       1.858765       2.835144       5.625488       8.949982       12.19550       13.94778       13.61530       10.96954       7.744690       4.078674      0.5118713    
 1987 -0.2435303      0.8735046       2.773499       6.096100       8.763763       11.45679       13.34842       12.89908       10.84024       7.685516       3.962921       1.197479    
 1988 -0.6560364      0.9644470       3.461731       5.794556       9.260834       11.72302       13.68369       12.69977       11.19678       7.577179       3.724884      0.9633484    
 1989 -0.9465332      0.6426392       3.180817       6.103180       8.875214       11.83609       13.35242       13.11850       10.32068       7.410980       3.940338       1.251282    
 1990  0.9876404       1.227600       3.466888       6.209534       9.249237       12.08881       14.13843       13.48962       10.52383       7.362244       4.168915       1.281616    
 1991  0.2207642       1.431763       3.666565       6.135193       8.868744       12.05527       14.07196       13.46991       10.57156       7.668884       3.768066       1.084320    
 1992 -0.1531372     -0.7043457E-01   2.132538       5.120880       8.516693       11.30554       13.20334       12.58792       10.27463       6.991516       3.569611       1.627747    
