"year","met_year","yr_part","month","m0001"
1912,1912,1912.29166666667,4,13.2475
1912,1912,1912.375,5,14.1865
1912,1912,1912.45833333333,6,14.8288
1912,1912,1912.54166666667,7,15.0626
1912,1912,1912.625,8,14.8334
1912,1912,1912.70833333333,9,14.1016
1912,1912,1912.79166666667,10,13.086
1912,1912,1912.875,11,12.0820000000001
1912,1913,1912.95833333333,12,11.4031
1913,1913,1913.04166666667,1,11.2547
1913,1913,1913.125,2,11.5708
1913,1913,1913.20833333333,3,12.2735
1913,1913,1913.29166666667,4,13.2354
1913,1913,1913.375,5,14.1667
1913,1913,1913.45833333333,6,14.8298
1913,1913,1913.54166666667,7,15.0501
1913,1913,1913.625,8,14.8231
1913,1913,1913.70833333333,9,14.0838
1913,1913,1913.79166666667,10,13.0651
1913,1913,1913.875,11,12.0766
1913,1914,1913.95833333333,12,11.3705
1914,1914,1914.04166666667,1,11.1831
1914,1914,1914.125,2,11.5176
1914,1914,1914.20833333333,3,12.2502
1914,1914,1914.29166666667,4,13.2314
1914,1914,1914.375,5,14.1553
1914,1914,1914.45833333333,6,14.7991
1914,1914,1914.54166666667,7,15.0623000000001
1914,1914,1914.625,8,14.8434
1914,1914,1914.70833333333,9,14.1208
1914,1914,1914.79166666667,10,13.1195
1914,1914,1914.875,11,12.1164
1914,1915,1914.95833333333,12,11.4325
1915,1915,1915.04166666667,1,11.2537
1915,1915,1915.125,2,11.5846
1915,1915,1915.20833333333,3,12.2496
1915,1915,1915.29166666667,4,13.238
1915,1915,1915.375,5,14.1953
1915,1915,1915.45833333333,6,14.8558
1915,1915,1915.54166666667,7,15.1153
1915,1915,1915.625,8,14.9053
1915,1915,1915.70833333333,9,14.1582
1915,1915,1915.79166666667,10,13.1432
1915,1915,1915.875,11,12.1901
1915,1916,1915.95833333333,12,11.5037
1916,1916,1916.04166666667,1,11.3179
1916,1916,1916.125,2,11.6432
1916,1916,1916.20833333333,3,12.3454
1916,1916,1916.29166666667,4,13.3105
1916,1916,1916.375,5,14.2494
1916,1916,1916.45833333333,6,14.9271
1916,1916,1916.54166666667,7,15.1599000000001
1916,1916,1916.625,8,14.9271
1916,1916,1916.70833333333,9,14.1826
1916,1916,1916.79166666667,10,13.1946
1916,1916,1916.875,11,12.2002
1916,1917,1916.95833333333,12,11.4933
1917,1917,1917.04166666667,1,11.293
1917,1917,1917.125,2,11.6122
1917,1917,1917.20833333333,3,12.3632
1917,1917,1917.29166666667,4,13.3363000000001
1917,1917,1917.375,5,14.2305
1917,1917,1917.45833333333,6,14.8504
1917,1917,1917.54166666667,7,15.1048
1917,1917,1917.625,8,14.8916
1917,1917,1917.70833333333,9,14.1862
1917,1917,1917.79166666667,10,13.1604
1917,1917,1917.875,11,12.154
1917,1918,1917.95833333333,12,11.4664
1918,1918,1918.04166666667,1,11.2669
1918,1918,1918.125,2,11.6376
1918,1918,1918.20833333333,3,12.3258
1918,1918,1918.29166666667,4,13.3194
1918,1918,1918.375,5,14.2421000000001
1918,1918,1918.45833333333,6,14.8914
1918,1918,1918.54166666667,7,15.1394
1918,1918,1918.625,8,14.9103
1918,1918,1918.70833333333,9,14.1994
1918,1918,1918.79166666667,10,13.2106
1918,1918,1918.875,11,12.1789
1918,1919,1918.95833333333,12,11.4887
1919,1919,1919.04166666667,1,11.3372
1919,1919,1919.125,2,11.6692
1919,1919,1919.20833333333,3,12.3969
1919,1919,1919.29166666667,4,13.3115
1919,1919,1919.375,5,14.2643
1919,1919,1919.45833333333,6,14.9082
1919,1919,1919.54166666667,7,15.1492
1919,1919,1919.625,8,14.9269
1919,1919,1919.70833333333,9,14.193
1919,1919,1919.79166666667,10,13.2190000000001
1919,1919,1919.875,11,12.2096
1919,1920,1919.95833333333,12,11.5284
1920,1920,1920.04166666667,1,11.3344
1920,1920,1920.125,2,11.6798
1920,1920,1920.20833333333,3,12.3999
1920,1920,1920.29166666667,4,13.3426
1920,1920,1920.375,5,14.2613
1920,1920,1920.45833333333,6,14.9189
1920,1920,1920.54166666667,7,15.1556
1920,1920,1920.625,8,14.9341
1920,1920,1920.70833333333,9,14.1961
1920,1920,1920.79166666667,10,13.2104
1920,1920,1920.875,11,12.1757
1920,1921,1920.95833333333,12,11.4797
1921,1921,1921.04166666667,1,11.3138
1921,1921,1921.125,2,11.6388
1921,1921,1921.20833333333,3,12.3442
1921,1921,1921.29166666667,4,13.3006
1921,1921,1921.375,5,14.2207
1921,1921,1921.45833333333,6,14.8937
1921,1921,1921.54166666667,7,15.11
1921,1921,1921.625,8,14.9217
1921,1921,1921.70833333333,9,14.1892
1921,1921,1921.79166666667,10,13.1626
1921,1921,1921.875,11,12.1858
1921,1922,1921.95833333333,12,11.4787
1922,1922,1922.04166666667,1,11.3096
1922,1922,1922.125,2,11.647
1922,1922,1922.20833333333,3,12.3652
1922,1922,1922.29166666667,4,13.2944
1922,1922,1922.375,5,14.2236
1922,1922,1922.45833333333,6,14.8983
1922,1922,1922.54166666667,7,15.1723
1922,1922,1922.625,8,14.9793
1922,1922,1922.70833333333,9,14.2512
1922,1922,1922.79166666667,10,13.2347
1922,1922,1922.875,11,12.2476
1922,1923,1922.95833333333,12,11.5932
1923,1923,1923.04166666667,1,11.3594000000001
1923,1923,1923.125,2,11.714
1923,1923,1923.20833333333,3,12.4286
1923,1923,1923.29166666667,4,13.3919
1923,1923,1923.375,5,14.329
1923,1923,1923.45833333333,6,14.9463
1923,1923,1923.54166666667,7,15.175
1923,1923,1923.625,8,14.9569
1923,1923,1923.70833333333,9,14.234
1923,1923,1923.79166666667,10,13.2049
1923,1923,1923.875,11,12.2198
1923,1924,1923.95833333333,12,11.5125
1924,1924,1924.04166666667,1,11.374
1924,1924,1924.125,2,11.6801
1924,1924,1924.20833333333,3,12.3901
1924,1924,1924.29166666667,4,13.3286
1924,1924,1924.375,5,14.24
1924,1924,1924.45833333333,6,14.8922
1924,1924,1924.54166666667,7,15.1699
1924,1924,1924.625,8,14.9318
1924,1924,1924.70833333333,9,14.2114
1924,1924,1924.79166666667,10,13.2056
1924,1924,1924.875,11,12.2189
1924,1925,1924.95833333333,12,11.5256
1925,1925,1925.04166666667,1,11.3521
1925,1925,1925.125,2,11.6446
1925,1925,1925.20833333333,3,12.3704
1925,1925,1925.29166666667,4,13.3266
1925,1925,1925.375,5,14.2805
1925,1925,1925.45833333333,6,14.926
1925,1925,1925.54166666667,7,15.1571
1925,1925,1925.625,8,14.9676
1925,1925,1925.70833333333,9,14.2303
1925,1925,1925.79166666667,10,13.2601
1925,1925,1925.875,11,12.2355
1925,1926,1925.95833333333,12,11.5457
1926,1926,1926.04166666667,1,11.3971
1926,1926,1926.125,2,11.6715
1926,1926,1926.20833333333,3,12.3952
1926,1926,1926.29166666667,4,13.3491
1926,1926,1926.375,5,14.2565
1926,1926,1926.45833333333,6,14.9087
1926,1926,1926.54166666667,7,15.1617
1926,1926,1926.625,8,14.9647000000001
1926,1926,1926.70833333333,9,14.2296
1926,1926,1926.79166666667,10,13.2167
1926,1926,1926.875,11,12.265
1926,1927,1926.95833333333,12,11.5383
1927,1927,1927.04166666667,1,11.3596
1927,1927,1927.125,2,11.7299
1927,1927,1927.20833333333,3,12.433
1927,1927,1927.29166666667,4,13.3845
1927,1927,1927.375,5,14.3236
1927,1927,1927.45833333333,6,14.9664
1927,1927,1927.54166666667,7,15.2055
1927,1927,1927.625,8,15.0029
1927,1927,1927.70833333333,9,14.2543
1927,1927,1927.79166666667,10,13.2855
1927,1927,1927.875,11,12.2851
1927,1928,1927.95833333333,12,11.6073
1928,1928,1928.04166666667,1,11.4278
1928,1928,1928.125,2,11.7065
1928,1928,1928.20833333333,3,12.4543
1928,1928,1928.29166666667,4,13.4058
1928,1928,1928.375,5,14.3275
1928,1928,1928.45833333333,6,14.9817
1928,1928,1928.54166666667,7,15.2139
1928,1928,1928.625,8,14.9727
1928,1928,1928.70833333333,9,14.2513
1928,1928,1928.79166666667,10,13.2533
1928,1928,1928.875,11,12.2354
1928,1929,1928.95833333333,12,11.5789
1929,1929,1929.04166666667,1,11.3706
1929,1929,1929.125,2,11.6758
1929,1929,1929.20833333333,3,12.3971
1929,1929,1929.29166666667,4,13.3388
1929,1929,1929.375,5,14.2547
1929,1929,1929.45833333333,6,14.9282
1929,1929,1929.54166666667,7,15.1862
1929,1929,1929.625,8,14.9603
1929,1929,1929.70833333333,9,14.2429
1929,1929,1929.79166666667,10,13.2389
1929,1929,1929.875,11,12.2317
1929,1930,1929.95833333333,12,11.5754
1930,1930,1930.04166666667,1,11.3435
1930,1930,1930.125,2,11.6886
1930,1930,1930.20833333333,3,12.3656
1930,1930,1930.29166666667,4,13.3368
1930,1930,1930.375,5,14.2678
1930,1930,1930.45833333333,6,14.9066
1930,1930,1930.54166666667,7,15.1542
1930,1930,1930.625,8,14.939
1930,1930,1930.70833333333,9,14.2086
1930,1930,1930.79166666667,10,13.176
1930,1930,1930.875,11,12.1867
1930,1931,1930.95833333333,12,11.5359
1931,1931,1931.04166666667,1,11.3299
1931,1931,1931.125,2,11.651
1931,1931,1931.20833333333,3,12.3657
1931,1931,1931.29166666667,4,13.3197
1931,1931,1931.375,5,14.2573
1931,1931,1931.45833333333,6,14.9194
1931,1931,1931.54166666667,7,15.1751
1931,1931,1931.625,8,14.9677
1931,1931,1931.70833333333,9,14.2435
1931,1931,1931.79166666667,10,13.2445
1931,1931,1931.875,11,12.2205
1931,1932,1931.95833333333,12,11.5348
1932,1932,1932.04166666667,1,11.3802
1932,1932,1932.125,2,11.6539
1932,1932,1932.20833333333,3,12.4177
1932,1932,1932.29166666667,4,13.3635
1932,1932,1932.375,5,14.2928
1932,1932,1932.45833333333,6,14.9338
1932,1932,1932.54166666667,7,15.167
1932,1932,1932.625,8,14.956
1932,1932,1932.70833333333,9,14.1905
1932,1932,1932.79166666667,10,13.2184
1932,1932,1932.875,11,12.1899
1932,1933,1932.95833333333,12,11.5193
1933,1933,1933.04166666667,1,11.3212
1933,1933,1933.125,2,11.6518
1933,1933,1933.20833333333,3,12.3726
1933,1933,1933.29166666667,4,13.3163
1933,1933,1933.375,5,14.2342
1933,1933,1933.45833333333,6,14.8999
1933,1933,1933.54166666667,7,15.1548
1933,1933,1933.625,8,14.9311
1933,1933,1933.70833333333,9,14.2114
1933,1933,1933.79166666667,10,13.2179
1933,1933,1933.875,11,12.2363
1933,1934,1933.95833333333,12,11.576
1934,1934,1934.04166666667,1,11.3763
1934,1934,1934.125,2,11.6686
1934,1934,1934.20833333333,3,12.3767
1934,1934,1934.29166666667,4,13.3115
1934,1934,1934.375,5,14.245
1934,1934,1934.45833333333,6,14.9232
1934,1934,1934.54166666667,7,15.1874
1934,1934,1934.625,8,14.9804
1934,1934,1934.70833333333,9,14.241
1934,1934,1934.79166666667,10,13.2291
1934,1934,1934.875,11,12.2386
1934,1935,1934.95833333333,12,11.5419
1935,1935,1935.04166666667,1,11.3705
1935,1935,1935.125,2,11.6778
1935,1935,1935.20833333333,3,12.3846
1935,1935,1935.29166666667,4,13.324
1935,1935,1935.375,5,14.2725
1935,1935,1935.45833333333,6,14.9307
1935,1935,1935.54166666667,7,15.1959
1935,1935,1935.625,8,14.9942
1935,1935,1935.70833333333,9,14.2608
1935,1935,1935.79166666667,10,13.2614
1935,1935,1935.875,11,12.3008
1935,1936,1935.95833333333,12,11.6161
1936,1936,1936.04166666667,1,11.452
1936,1936,1936.125,2,11.7454
1936,1936,1936.20833333333,3,12.4618
1936,1936,1936.29166666667,4,13.4001
1936,1936,1936.375,5,14.3219
1936,1936,1936.45833333333,6,14.9837
1936,1936,1936.54166666667,7,15.2367
1936,1936,1936.625,8,15.0114
1936,1936,1936.70833333333,9,14.2866
1936,1936,1936.79166666667,10,13.2869
1936,1936,1936.875,11,12.2772000000001
1936,1937,1936.95833333333,12,11.5832
1937,1937,1937.04166666667,1,11.4022000000001
1937,1937,1937.125,2,11.7447
1937,1937,1937.20833333333,3,12.4557
1937,1937,1937.29166666667,4,13.3977
1937,1937,1937.375,5,14.2955
1937,1937,1937.45833333333,6,14.9452
1937,1937,1937.54166666667,7,15.1882
1937,1937,1937.625,8,14.9627
1937,1937,1937.70833333333,9,14.2413
1937,1937,1937.79166666667,10,13.2357
1937,1937,1937.875,11,12.2257
1937,1938,1937.95833333333,12,11.5501
1938,1938,1938.04166666667,1,11.3615
1938,1938,1938.125,2,11.7172
1938,1938,1938.20833333333,3,12.4208
1938,1938,1938.29166666667,4,13.367
1938,1938,1938.375,5,14.288
1938,1938,1938.45833333333,6,14.9257
1938,1938,1938.54166666667,7,15.1931
1938,1938,1938.625,8,14.9799
1938,1938,1938.70833333333,9,14.2786
1938,1938,1938.79166666667,10,13.2645
1938,1938,1938.875,11,12.2629
1938,1939,1938.95833333333,12,11.6148
1939,1939,1939.04166666667,1,11.4286
1939,1939,1939.125,2,11.7528
1939,1939,1939.20833333333,3,12.4604
1939,1939,1939.29166666667,4,13.4092
1939,1939,1939.375,5,14.3394
1939,1939,1939.45833333333,6,14.9895
1939,1939,1939.54166666667,7,15.2375
1939,1939,1939.625,8,15.0226
1939,1939,1939.70833333333,9,14.3057
1939,1939,1939.79166666667,10,13.2913
1939,1939,1939.875,11,12.3031
1939,1940,1939.95833333333,12,11.6155
1940,1940,1940.04166666667,1,11.4033
1940,1940,1940.125,2,11.7104
1940,1940,1940.20833333333,3,12.4295
1940,1940,1940.29166666667,4,13.3919
1940,1940,1940.375,5,14.3197
1940,1940,1940.45833333333,6,14.9753
1940,1940,1940.54166666667,7,15.2379
1940,1940,1940.625,8,15.0359
1940,1940,1940.70833333333,9,14.2968
1940,1940,1940.79166666667,10,13.3029
1940,1940,1940.875,11,12.3134
1940,1941,1940.95833333333,12,11.6321
1941,1941,1941.04166666667,1,11.4466
1941,1941,1941.125,2,11.749
1941,1941,1941.20833333333,3,12.4686
1941,1941,1941.29166666667,4,13.4281
1941,1941,1941.375,5,14.3703
1941,1941,1941.45833333333,6,15.0121
1941,1941,1941.54166666667,7,15.2648
1941,1941,1941.625,8,15.0567
1941,1941,1941.70833333333,9,14.3048
1941,1941,1941.79166666667,10,13.305
1941,1941,1941.875,11,12.3134
1941,1942,1941.95833333333,12,11.6286
1942,1942,1942.04166666667,1,11.4482
1942,1942,1942.125,2,11.7291
1942,1942,1942.20833333333,3,12.4831
1942,1942,1942.29166666667,4,13.4057
1942,1942,1942.375,5,14.3225
1942,1942,1942.45833333333,6,14.9719
1942,1942,1942.54166666667,7,15.2327
1942,1942,1942.625,8,15.0001
1942,1942,1942.70833333333,9,14.2866
1942,1942,1942.79166666667,10,13.313
1942,1942,1942.875,11,12.2914
1942,1943,1942.95833333333,12,11.6066
1943,1943,1943.04166666667,1,11.401
1943,1943,1943.125,2,11.6963
1943,1943,1943.20833333333,3,12.439
1943,1943,1943.29166666667,4,13.407
1943,1943,1943.375,5,14.3303
1943,1943,1943.45833333333,6,14.9629
1943,1943,1943.54166666667,7,15.2337
1943,1943,1943.625,8,14.9957
1943,1943,1943.70833333333,9,14.2974
1943,1943,1943.79166666667,10,13.2999
1943,1943,1943.875,11,12.2959
1943,1944,1943.95833333333,12,11.6036
1944,1944,1944.04166666667,1,11.4269
1944,1944,1944.125,2,11.7087
1944,1944,1944.20833333333,3,12.4716
1944,1944,1944.29166666667,4,13.4145
1944,1944,1944.375,5,14.3419
1944,1944,1944.45833333333,6,14.9787
1944,1944,1944.54166666667,7,15.2176
1944,1944,1944.625,8,14.9877
1944,1944,1944.70833333333,9,14.2841
1944,1944,1944.79166666667,10,13.2801
1944,1944,1944.875,11,12.3232
1944,1945,1944.95833333333,12,11.5907
1945,1945,1945.04166666667,1,11.4441
1945,1945,1945.125,2,11.786
1945,1945,1945.20833333333,3,12.4778
1945,1945,1945.29166666667,4,13.4552
1945,1945,1945.375,5,14.374
1945,1945,1945.45833333333,6,15.0308
1945,1945,1945.54166666667,7,15.2663
1945,1945,1945.625,8,15.0688
1945,1945,1945.70833333333,9,14.3267
1945,1945,1945.79166666667,10,13.3429
1945,1945,1945.875,11,12.3299
1945,1946,1945.95833333333,12,11.6457
1946,1946,1946.04166666667,1,11.4554
1946,1946,1946.125,2,11.7761
1946,1946,1946.20833333333,3,12.4858
1946,1946,1946.29166666667,4,13.4795
1946,1946,1946.375,5,14.3698
1946,1946,1946.45833333333,6,15.0109
1946,1946,1946.54166666667,7,15.2444
1946,1946,1946.625,8,14.9912
1946,1946,1946.70833333333,9,14.277
1946,1946,1946.79166666667,10,13.2707
1946,1946,1946.875,11,12.2365
1946,1947,1946.95833333333,12,11.562
1947,1947,1947.04166666667,1,11.3817
1947,1947,1947.125,2,11.6791
1947,1947,1947.20833333333,3,12.4231
1947,1947,1947.29166666667,4,13.3547
1947,1947,1947.375,5,14.3079
1947,1947,1947.45833333333,6,14.9681
1947,1947,1947.54166666667,7,15.2398
1947,1947,1947.625,8,15.0148
1947,1947,1947.70833333333,9,14.2663
1947,1947,1947.79166666667,10,13.2704
1947,1947,1947.875,11,12.2783
1947,1948,1947.95833333333,12,11.6184
1948,1948,1948.04166666667,1,11.4011
1948,1948,1948.125,2,11.7426
1948,1948,1948.20833333333,3,12.4869
1948,1948,1948.29166666667,4,13.4334
1948,1948,1948.375,5,14.3722
1948,1948,1948.45833333333,6,15.0362
1948,1948,1948.54166666667,7,15.2714
1948,1948,1948.625,8,15.0476
1948,1948,1948.70833333333,9,14.3329
1948,1948,1948.79166666667,10,13.3342
1948,1948,1948.875,11,12.3362
1948,1949,1948.95833333333,12,11.6321
1949,1949,1949.04166666667,1,11.4524
1949,1949,1949.125,2,11.739
1949,1949,1949.20833333333,3,12.4722
1949,1949,1949.29166666667,4,13.4412
1949,1949,1949.375,5,14.3594000000001
1949,1949,1949.45833333333,6,14.9905
1949,1949,1949.54166666667,7,15.2201
1949,1949,1949.625,8,14.9988
1949,1949,1949.70833333333,9,14.2908
1949,1949,1949.79166666667,10,13.2999
1949,1949,1949.875,11,12.2852
1949,1950,1949.95833333333,12,11.6389
1950,1950,1950.04166666667,1,11.4536
1950,1950,1950.125,2,11.7516
1950,1950,1950.20833333333,3,12.5337
1950,1950,1950.29166666667,4,13.4483
1950,1950,1950.375,5,14.3533
1950,1950,1950.45833333333,6,15.0112
1950,1950,1950.54166666667,7,15.2913
1950,1950,1950.625,8,15.0655
1950,1950,1950.70833333333,9,14.3488
1950,1950,1950.79166666667,10,13.3426
1950,1950,1950.875,11,12.4031
1950,1951,1950.95833333333,12,11.6916000000001
1951,1951,1951.04166666667,1,11.5194
1951,1951,1951.125,2,11.8259
1951,1951,1951.20833333333,3,12.5655
1951,1951,1951.29166666667,4,13.5006
1951,1951,1951.375,5,14.4298
1951,1951,1951.45833333333,6,15.0362
1951,1951,1951.54166666667,7,15.3049
1951,1951,1951.625,8,15.0713
1951,1951,1951.70833333333,9,14.3122
1951,1951,1951.79166666667,10,13.3314
1951,1951,1951.875,11,12.331
1951,1952,1951.95833333333,12,11.6448
1952,1952,1952.04166666667,1,11.4715
1952,1952,1952.125,2,11.7695000000001
1952,1952,1952.20833333333,3,12.4727
1952,1952,1952.29166666667,4,13.4498
1952,1952,1952.375,5,14.3729
1952,1952,1952.45833333333,6,15.0352
1952,1952,1952.54166666667,7,15.2667
1952,1952,1952.625,8,15.0518
1952,1952,1952.70833333333,9,14.3286
1952,1952,1952.79166666667,10,13.3376
1952,1952,1952.875,11,12.3073
1952,1953,1952.95833333333,12,11.6333
1953,1953,1953.04166666667,1,11.5247
1953,1953,1953.125,2,11.8088
1953,1953,1953.20833333333,3,12.4984
1953,1953,1953.29166666667,4,13.4836
1953,1953,1953.375,5,14.3957
1953,1953,1953.45833333333,6,15.0382
1953,1953,1953.54166666667,7,15.2764
1953,1953,1953.625,8,15.0686
1953,1953,1953.70833333333,9,14.3617
1953,1953,1953.79166666667,10,13.3705
1953,1953,1953.875,11,12.3714000000001
1953,1954,1953.95833333333,12,11.7096
1954,1954,1954.04166666667,1,11.53
1954,1954,1954.125,2,11.8469
1954,1954,1954.20833333333,3,12.522
1954,1954,1954.29166666667,4,13.4496
1954,1954,1954.375,5,14.39
1954,1954,1954.45833333333,6,15.0767
1954,1954,1954.54166666667,7,15.341
1954,1954,1954.625,8,15.1239
1954,1954,1954.70833333333,9,14.3721
1954,1954,1954.79166666667,10,13.3557
1954,1954,1954.875,11,12.3718
1954,1955,1954.95833333333,12,11.671
1955,1955,1955.04166666667,1,11.5165
1955,1955,1955.125,2,11.8503
1955,1955,1955.20833333333,3,12.5536
1955,1955,1955.29166666667,4,13.4988
1955,1955,1955.375,5,14.4294
1955,1955,1955.45833333333,6,15.0639
1955,1955,1955.54166666667,7,15.3278
1955,1955,1955.625,8,15.1174
1955,1955,1955.70833333333,9,14.3851
1955,1955,1955.79166666667,10,13.3798
1955,1955,1955.875,11,12.4084
1955,1956,1955.95833333333,12,11.7199
1956,1956,1956.04166666667,1,11.558
1956,1956,1956.125,2,11.837
1956,1956,1956.20833333333,3,12.5989
1956,1956,1956.29166666667,4,13.5704
1956,1956,1956.375,5,14.4685
1956,1956,1956.45833333333,6,15.1385
1956,1956,1956.54166666667,7,15.3599
1956,1956,1956.625,8,15.1403
1956,1956,1956.70833333333,9,14.4241
1956,1956,1956.79166666667,10,13.4056
1956,1956,1956.875,11,12.3863
1956,1957,1956.95833333333,12,11.7038
1957,1957,1957.04166666667,1,11.5224
1957,1957,1957.125,2,11.838
1957,1957,1957.20833333333,3,12.5242
1957,1957,1957.29166666667,4,13.5166
1957,1957,1957.375,5,14.4227
1957,1957,1957.45833333333,6,15.0707
1957,1957,1957.54166666667,7,15.322
1957,1957,1957.625,8,15.099
1957,1957,1957.70833333333,9,14.3727
1957,1957,1957.79166666667,10,13.3556
1957,1957,1957.875,11,12.3717
1957,1958,1957.95833333333,12,11.694
1958,1958,1958.04166666667,1,11.5386
1958,1958,1958.125,2,11.8321
