"year","met_year","yr_part","month","m0001"
1913,1913,1913.29166666667,4,-0.708
1913,1913,1913.375,5,-0.687
1913,1913,1913.45833333333,6,-0.676
1913,1913,1913.54166666667,7,-0.703
1913,1913,1913.625,8,-0.719
1913,1913,1913.70833333333,9,-0.745
1913,1913,1913.79166666667,10,-0.788
1913,1913,1913.875,11,-0.803
1913,1914,1913.95833333333,12,-0.821
1914,1914,1914.04166666667,1,-0.812
1914,1914,1914.125,2,-0.778
1914,1914,1914.20833333333,3,-0.748
1914,1914,1914.29166666667,4,-0.712
1914,1914,1914.375,5,-0.698
1914,1914,1914.45833333333,6,-0.707
1914,1914,1914.54166666667,7,-0.691
1914,1914,1914.625,8,-0.698
1914,1914,1914.70833333333,9,-0.708
1914,1914,1914.79166666667,10,-0.734
1914,1914,1914.875,11,-0.763
1914,1915,1914.95833333333,12,-0.759
1915,1915,1915.04166666667,1,-0.741
1915,1915,1915.125,2,-0.711
1915,1915,1915.20833333333,3,-0.749
1915,1915,1915.29166666667,4,-0.705
1915,1915,1915.375,5,-0.658
1915,1915,1915.45833333333,6,-0.65
1915,1915,1915.54166666667,7,-0.638
1915,1915,1915.625,8,-0.636
1915,1915,1915.70833333333,9,-0.67
1915,1915,1915.79166666667,10,-0.71
1915,1915,1915.875,11,-0.689
1915,1916,1915.95833333333,12,-0.688
1916,1916,1916.04166666667,1,-0.677
1916,1916,1916.125,2,-0.652
1916,1916,1916.20833333333,3,-0.653
1916,1916,1916.29166666667,4,-0.633
1916,1916,1916.375,5,-0.604
1916,1916,1916.45833333333,6,-0.579
1916,1916,1916.54166666667,7,-0.593
1916,1916,1916.625,8,-0.615
1916,1916,1916.70833333333,9,-0.646
1916,1916,1916.79166666667,10,-0.658
1916,1916,1916.875,11,-0.679
1916,1917,1916.95833333333,12,-0.698
1917,1917,1917.04166666667,1,-0.702
1917,1917,1917.125,2,-0.683
1917,1917,1917.20833333333,3,-0.635
1917,1917,1917.29166666667,4,-0.607
1917,1917,1917.375,5,-0.623
1917,1917,1917.45833333333,6,-0.655
1917,1917,1917.54166666667,7,-0.648
1917,1917,1917.625,8,-0.65
1917,1917,1917.70833333333,9,-0.642
1917,1917,1917.79166666667,10,-0.693
1917,1917,1917.875,11,-0.726
1917,1918,1917.95833333333,12,-0.725
1918,1918,1918.04166666667,1,-0.728
1918,1918,1918.125,2,-0.658
1918,1918,1918.20833333333,3,-0.673
1918,1918,1918.29166666667,4,-0.624
1918,1918,1918.375,5,-0.611
1918,1918,1918.45833333333,6,-0.614
1918,1918,1918.54166666667,7,-0.614
1918,1918,1918.625,8,-0.631
1918,1918,1918.70833333333,9,-0.629
1918,1918,1918.79166666667,10,-0.642
1918,1918,1918.875,11,-0.701
1918,1919,1918.95833333333,12,-0.703
1919,1919,1919.04166666667,1,-0.658
1919,1919,1919.125,2,-0.626
1919,1919,1919.20833333333,3,-0.602
1919,1919,1919.29166666667,4,-0.632
1919,1919,1919.375,5,-0.589
1919,1919,1919.45833333333,6,-0.597
1919,1919,1919.54166666667,7,-0.604
1919,1919,1919.625,8,-0.615
1919,1919,1919.70833333333,9,-0.635
1919,1919,1919.79166666667,10,-0.634
1919,1919,1919.875,11,-0.67
1919,1920,1919.95833333333,12,-0.663
1920,1920,1920.04166666667,1,-0.661
1920,1920,1920.125,2,-0.616
1920,1920,1920.20833333333,3,-0.599
1920,1920,1920.29166666667,4,-0.6
1920,1920,1920.375,5,-0.592
1920,1920,1920.45833333333,6,-0.587
1920,1920,1920.54166666667,7,-0.597
1920,1920,1920.625,8,-0.608
1920,1920,1920.70833333333,9,-0.632
1920,1920,1920.79166666667,10,-0.643
1920,1920,1920.875,11,-0.704
1920,1921,1920.95833333333,12,-0.712
1921,1921,1921.04166666667,1,-0.681
1921,1921,1921.125,2,-0.657
1921,1921,1921.20833333333,3,-0.654
1921,1921,1921.29166666667,4,-0.642
1921,1921,1921.375,5,-0.633
1921,1921,1921.45833333333,6,-0.612
1921,1921,1921.54166666667,7,-0.643
1921,1921,1921.625,8,-0.62
1921,1921,1921.70833333333,9,-0.639
1921,1921,1921.79166666667,10,-0.69
1921,1921,1921.875,11,-0.694
1921,1922,1921.95833333333,12,-0.713
1922,1922,1922.04166666667,1,-0.685
1922,1922,1922.125,2,-0.648
1922,1922,1922.20833333333,3,-0.633
1922,1922,1922.29166666667,4,-0.649
1922,1922,1922.375,5,-0.63
1922,1922,1922.45833333333,6,-0.607
1922,1922,1922.54166666667,7,-0.581
1922,1922,1922.625,8,-0.562
1922,1922,1922.70833333333,9,-0.577
1922,1922,1922.79166666667,10,-0.618
1922,1922,1922.875,11,-0.632
1922,1923,1922.95833333333,12,-0.598
1923,1923,1923.04166666667,1,-0.636
1923,1923,1923.125,2,-0.581
1923,1923,1923.20833333333,3,-0.57
1923,1923,1923.29166666667,4,-0.551
1923,1923,1923.375,5,-0.524
1923,1923,1923.45833333333,6,-0.559
1923,1923,1923.54166666667,7,-0.578
1923,1923,1923.625,8,-0.585
1923,1923,1923.70833333333,9,-0.594
1923,1923,1923.79166666667,10,-0.648
1923,1923,1923.875,11,-0.66
1923,1924,1923.95833333333,12,-0.679
1924,1924,1924.04166666667,1,-0.621
1924,1924,1924.125,2,-0.615
1924,1924,1924.20833333333,3,-0.608
1924,1924,1924.29166666667,4,-0.614
1924,1924,1924.375,5,-0.613
1924,1924,1924.45833333333,6,-0.613
1924,1924,1924.54166666667,7,-0.583
1924,1924,1924.625,8,-0.61
1924,1924,1924.70833333333,9,-0.617
1924,1924,1924.79166666667,10,-0.647
1924,1924,1924.875,11,-0.661
1924,1925,1924.95833333333,12,-0.666
1925,1925,1925.04166666667,1,-0.643
1925,1925,1925.125,2,-0.651
1925,1925,1925.20833333333,3,-0.628
1925,1925,1925.29166666667,4,-0.616
1925,1925,1925.375,5,-0.573
1925,1925,1925.45833333333,6,-0.58
1925,1925,1925.54166666667,7,-0.596
1925,1925,1925.625,8,-0.574
1925,1925,1925.70833333333,9,-0.598
1925,1925,1925.79166666667,10,-0.593
1925,1925,1925.875,11,-0.644
1925,1926,1925.95833333333,12,-0.646
1926,1926,1926.04166666667,1,-0.598
1926,1926,1926.125,2,-0.624
1926,1926,1926.20833333333,3,-0.603
1926,1926,1926.29166666667,4,-0.594
1926,1926,1926.375,5,-0.597
1926,1926,1926.45833333333,6,-0.597
1926,1926,1926.54166666667,7,-0.591
1926,1926,1926.625,8,-0.577
1926,1926,1926.70833333333,9,-0.599
1926,1926,1926.79166666667,10,-0.636
1926,1926,1926.875,11,-0.615
1926,1927,1926.95833333333,12,-0.653
1927,1927,1927.04166666667,1,-0.635
1927,1927,1927.125,2,-0.565
1927,1927,1927.20833333333,3,-0.566
1927,1927,1927.29166666667,4,-0.559
1927,1927,1927.375,5,-0.53
1927,1927,1927.45833333333,6,-0.539
1927,1927,1927.54166666667,7,-0.547
1927,1927,1927.625,8,-0.539
1927,1927,1927.70833333333,9,-0.574
1927,1927,1927.79166666667,10,-0.568
1927,1927,1927.875,11,-0.595
1927,1928,1927.95833333333,12,-0.584
1928,1928,1928.04166666667,1,-0.567
1928,1928,1928.125,2,-0.589
1928,1928,1928.20833333333,3,-0.544
1928,1928,1928.29166666667,4,-0.537
1928,1928,1928.375,5,-0.526
1928,1928,1928.45833333333,6,-0.524
1928,1928,1928.54166666667,7,-0.539
1928,1928,1928.625,8,-0.569
1928,1928,1928.70833333333,9,-0.577
1928,1928,1928.79166666667,10,-0.6
1928,1928,1928.875,11,-0.644
1928,1929,1928.95833333333,12,-0.613
1929,1929,1929.04166666667,1,-0.624
1929,1929,1929.125,2,-0.62
1929,1929,1929.20833333333,3,-0.601
1929,1929,1929.29166666667,4,-0.604
1929,1929,1929.375,5,-0.599
1929,1929,1929.45833333333,6,-0.577
1929,1929,1929.54166666667,7,-0.567
1929,1929,1929.625,8,-0.581
1929,1929,1929.70833333333,9,-0.585
1929,1929,1929.79166666667,10,-0.614
1929,1929,1929.875,11,-0.648
1929,1930,1929.95833333333,12,-0.616
1930,1930,1930.04166666667,1,-0.652
1930,1930,1930.125,2,-0.607
1930,1930,1930.20833333333,3,-0.633
1930,1930,1930.29166666667,4,-0.606
1930,1930,1930.375,5,-0.586
1930,1930,1930.45833333333,6,-0.599
1930,1930,1930.54166666667,7,-0.599
1930,1930,1930.625,8,-0.603
1930,1930,1930.70833333333,9,-0.62
1930,1930,1930.79166666667,10,-0.677
1930,1930,1930.875,11,-0.693
1930,1931,1930.95833333333,12,-0.656
1931,1931,1931.04166666667,1,-0.665
1931,1931,1931.125,2,-0.644
1931,1931,1931.20833333333,3,-0.633
1931,1931,1931.29166666667,4,-0.623
1931,1931,1931.375,5,-0.596
1931,1931,1931.45833333333,6,-0.586
1931,1931,1931.54166666667,7,-0.578
1931,1931,1931.625,8,-0.574
1931,1931,1931.70833333333,9,-0.585
1931,1931,1931.79166666667,10,-0.609
1931,1931,1931.875,11,-0.659
1931,1932,1931.95833333333,12,-0.657
1932,1932,1932.04166666667,1,-0.615
1932,1932,1932.125,2,-0.641
1932,1932,1932.20833333333,3,-0.581
1932,1932,1932.29166666667,4,-0.58
1932,1932,1932.375,5,-0.561
1932,1932,1932.45833333333,6,-0.572
1932,1932,1932.54166666667,7,-0.586
1932,1932,1932.625,8,-0.586
1932,1932,1932.70833333333,9,-0.638
1932,1932,1932.79166666667,10,-0.635
1932,1932,1932.875,11,-0.69
1932,1933,1932.95833333333,12,-0.672
1933,1933,1933.04166666667,1,-0.674
1933,1933,1933.125,2,-0.644
1933,1933,1933.20833333333,3,-0.626
1933,1933,1933.29166666667,4,-0.627
1933,1933,1933.375,5,-0.619
1933,1933,1933.45833333333,6,-0.606
1933,1933,1933.54166666667,7,-0.598
1933,1933,1933.625,8,-0.611
1933,1933,1933.70833333333,9,-0.617
1933,1933,1933.79166666667,10,-0.635
1933,1933,1933.875,11,-0.643
1933,1934,1933.95833333333,12,-0.616
1934,1934,1934.04166666667,1,-0.619
1934,1934,1934.125,2,-0.627
1934,1934,1934.20833333333,3,-0.622
1934,1934,1934.29166666667,4,-0.632
1934,1934,1934.375,5,-0.608
1934,1934,1934.45833333333,6,-0.582
1934,1934,1934.54166666667,7,-0.566
1934,1934,1934.625,8,-0.561
1934,1934,1934.70833333333,9,-0.587
1934,1934,1934.79166666667,10,-0.624
1934,1934,1934.875,11,-0.641
1934,1935,1934.95833333333,12,-0.65
1935,1935,1935.04166666667,1,-0.625
1935,1935,1935.125,2,-0.618
1935,1935,1935.20833333333,3,-0.614
1935,1935,1935.29166666667,4,-0.619
1935,1935,1935.375,5,-0.581
1935,1935,1935.45833333333,6,-0.575
1935,1935,1935.54166666667,7,-0.557
1935,1935,1935.625,8,-0.548
1935,1935,1935.70833333333,9,-0.568
1935,1935,1935.79166666667,10,-0.592
1935,1935,1935.875,11,-0.579
1935,1936,1935.95833333333,12,-0.576
1936,1936,1936.04166666667,1,-0.543
1936,1936,1936.125,2,-0.55
1936,1936,1936.20833333333,3,-0.537
1936,1936,1936.29166666667,4,-0.543
1936,1936,1936.375,5,-0.532
1936,1936,1936.45833333333,6,-0.522
1936,1936,1936.54166666667,7,-0.516
1936,1936,1936.625,8,-0.53
1936,1936,1936.70833333333,9,-0.542
1936,1936,1936.79166666667,10,-0.566
1936,1936,1936.875,11,-0.602
1936,1937,1936.95833333333,12,-0.608
1937,1937,1937.04166666667,1,-0.593
1937,1937,1937.125,2,-0.551
1937,1937,1937.20833333333,3,-0.543
1937,1937,1937.29166666667,4,-0.545
1937,1937,1937.375,5,-0.558
1937,1937,1937.45833333333,6,-0.56
1937,1937,1937.54166666667,7,-0.565
1937,1937,1937.625,8,-0.579
1937,1937,1937.70833333333,9,-0.587
1937,1937,1937.79166666667,10,-0.617
1937,1937,1937.875,11,-0.654
1937,1938,1937.95833333333,12,-0.642
1938,1938,1938.04166666667,1,-0.634
1938,1938,1938.125,2,-0.578
1938,1938,1938.20833333333,3,-0.578
1938,1938,1938.29166666667,4,-0.576
1938,1938,1938.375,5,-0.565
1938,1938,1938.45833333333,6,-0.58
1938,1938,1938.54166666667,7,-0.56
1938,1938,1938.625,8,-0.562
1938,1938,1938.70833333333,9,-0.55
1938,1938,1938.79166666667,10,-0.589
1938,1938,1938.875,11,-0.617
1938,1939,1938.95833333333,12,-0.577
1939,1939,1939.04166666667,1,-0.566
1939,1939,1939.125,2,-0.543
1939,1939,1939.20833333333,3,-0.538
1939,1939,1939.29166666667,4,-0.534
1939,1939,1939.375,5,-0.514
1939,1939,1939.45833333333,6,-0.516
1939,1939,1939.54166666667,7,-0.515
1939,1939,1939.625,8,-0.519
1939,1939,1939.70833333333,9,-0.523
1939,1939,1939.79166666667,10,-0.562
1939,1939,1939.875,11,-0.576
1939,1940,1939.95833333333,12,-0.576
1940,1940,1940.04166666667,1,-0.592
1940,1940,1940.125,2,-0.585
1940,1940,1940.20833333333,3,-0.569
1940,1940,1940.29166666667,4,-0.551
1940,1940,1940.375,5,-0.534
1940,1940,1940.45833333333,6,-0.53
1940,1940,1940.54166666667,7,-0.515
1940,1940,1940.625,8,-0.506
1940,1940,1940.70833333333,9,-0.532
1940,1940,1940.79166666667,10,-0.55
1940,1940,1940.875,11,-0.566
1940,1941,1940.95833333333,12,-0.56
1941,1941,1941.04166666667,1,-0.548
1941,1941,1941.125,2,-0.546
1941,1941,1941.20833333333,3,-0.53
1941,1941,1941.29166666667,4,-0.515
1941,1941,1941.375,5,-0.483
1941,1941,1941.45833333333,6,-0.494
1941,1941,1941.54166666667,7,-0.488
1941,1941,1941.625,8,-0.485
1941,1941,1941.70833333333,9,-0.524
1941,1941,1941.79166666667,10,-0.548
1941,1941,1941.875,11,-0.566
1941,1942,1941.95833333333,12,-0.563
1942,1942,1942.04166666667,1,-0.547
1942,1942,1942.125,2,-0.566
1942,1942,1942.20833333333,3,-0.515
1942,1942,1942.29166666667,4,-0.537
1942,1942,1942.375,5,-0.531
1942,1942,1942.45833333333,6,-0.534
1942,1942,1942.54166666667,7,-0.52
1942,1942,1942.625,8,-0.542
1942,1942,1942.70833333333,9,-0.542
1942,1942,1942.79166666667,10,-0.54
1942,1942,1942.875,11,-0.588
1942,1943,1942.95833333333,12,-0.585
1943,1943,1943.04166666667,1,-0.594
1943,1943,1943.125,2,-0.599
1943,1943,1943.20833333333,3,-0.56
1943,1943,1943.29166666667,4,-0.536
1943,1943,1943.375,5,-0.523
1943,1943,1943.45833333333,6,-0.543
1943,1943,1943.54166666667,7,-0.519
1943,1943,1943.625,8,-0.546
1943,1943,1943.70833333333,9,-0.531
1943,1943,1943.79166666667,10,-0.553
1943,1943,1943.875,11,-0.584
1943,1944,1943.95833333333,12,-0.588
1944,1944,1944.04166666667,1,-0.568
1944,1944,1944.125,2,-0.587
1944,1944,1944.20833333333,3,-0.527
1944,1944,1944.29166666667,4,-0.529
1944,1944,1944.375,5,-0.512
1944,1944,1944.45833333333,6,-0.527
1944,1944,1944.54166666667,7,-0.535
1944,1944,1944.625,8,-0.554
1944,1944,1944.70833333333,9,-0.544
1944,1944,1944.79166666667,10,-0.573
1944,1944,1944.875,11,-0.556
1944,1945,1944.95833333333,12,-0.601
1945,1945,1945.04166666667,1,-0.551
1945,1945,1945.125,2,-0.509
1945,1945,1945.20833333333,3,-0.521
1945,1945,1945.29166666667,4,-0.488
1945,1945,1945.375,5,-0.479
1945,1945,1945.45833333333,6,-0.475
1945,1945,1945.54166666667,7,-0.487
1945,1945,1945.625,8,-0.473
1945,1945,1945.70833333333,9,-0.502
1945,1945,1945.79166666667,10,-0.51
1945,1945,1945.875,11,-0.55
1945,1946,1945.95833333333,12,-0.546
1946,1946,1946.04166666667,1,-0.54
1946,1946,1946.125,2,-0.519
1946,1946,1946.20833333333,3,-0.513
1946,1946,1946.29166666667,4,-0.464
1946,1946,1946.375,5,-0.484
1946,1946,1946.45833333333,6,-0.495
1946,1946,1946.54166666667,7,-0.509
1946,1946,1946.625,8,-0.551
1946,1946,1946.70833333333,9,-0.551
1946,1946,1946.79166666667,10,-0.582
1946,1946,1946.875,11,-0.643
1946,1947,1946.95833333333,12,-0.63
1947,1947,1947.04166666667,1,-0.613
1947,1947,1947.125,2,-0.616
1947,1947,1947.20833333333,3,-0.575
1947,1947,1947.29166666667,4,-0.588
1947,1947,1947.375,5,-0.546
1947,1947,1947.45833333333,6,-0.538
1947,1947,1947.54166666667,7,-0.513
1947,1947,1947.625,8,-0.527
1947,1947,1947.70833333333,9,-0.562
1947,1947,1947.79166666667,10,-0.583
1947,1947,1947.875,11,-0.601
1947,1948,1947.95833333333,12,-0.573
1948,1948,1948.04166666667,1,-0.594
1948,1948,1948.125,2,-0.553
1948,1948,1948.20833333333,3,-0.512
1948,1948,1948.29166666667,4,-0.51
1948,1948,1948.375,5,-0.481
1948,1948,1948.45833333333,6,-0.469
1948,1948,1948.54166666667,7,-0.482
1948,1948,1948.625,8,-0.494
1948,1948,1948.70833333333,9,-0.495
1948,1948,1948.79166666667,10,-0.519
1948,1948,1948.875,11,-0.543
1948,1949,1948.95833333333,12,-0.56
1949,1949,1949.04166666667,1,-0.543
1949,1949,1949.125,2,-0.556
1949,1949,1949.20833333333,3,-0.526
1949,1949,1949.29166666667,4,-0.502
1949,1949,1949.375,5,-0.494
1949,1949,1949.45833333333,6,-0.515
1949,1949,1949.54166666667,7,-0.533
1949,1949,1949.625,8,-0.543
1949,1949,1949.70833333333,9,-0.538
1949,1949,1949.79166666667,10,-0.553
1949,1949,1949.875,11,-0.594
1949,1950,1949.95833333333,12,-0.553
1950,1950,1950.04166666667,1,-0.541
1950,1950,1950.125,2,-0.544
1950,1950,1950.20833333333,3,-0.465
1950,1950,1950.29166666667,4,-0.495
1950,1950,1950.375,5,-0.5
1950,1950,1950.45833333333,6,-0.494
1950,1950,1950.54166666667,7,-0.462
1950,1950,1950.625,8,-0.476
1950,1950,1950.70833333333,9,-0.48
1950,1950,1950.79166666667,10,-0.51
1950,1950,1950.875,11,-0.477
1950,1951,1950.95833333333,12,-0.5
1951,1951,1951.04166666667,1,-0.476
1951,1951,1951.125,2,-0.469
1951,1951,1951.20833333333,3,-0.433
1951,1951,1951.29166666667,4,-0.442
1951,1951,1951.375,5,-0.424
1951,1951,1951.45833333333,6,-0.469
1951,1951,1951.54166666667,7,-0.448
1951,1951,1951.625,8,-0.47
1951,1951,1951.70833333333,9,-0.516
1951,1951,1951.79166666667,10,-0.522
1951,1951,1951.875,11,-0.549
1951,1952,1951.95833333333,12,-0.547
1952,1952,1952.04166666667,1,-0.524
1952,1952,1952.125,2,-0.526
1952,1952,1952.20833333333,3,-0.526
1952,1952,1952.29166666667,4,-0.493
1952,1952,1952.375,5,-0.481
1952,1952,1952.45833333333,6,-0.47
1952,1952,1952.54166666667,7,-0.486
1952,1952,1952.625,8,-0.49
1952,1952,1952.70833333333,9,-0.5
1952,1952,1952.79166666667,10,-0.515
1952,1952,1952.875,11,-0.572
1952,1953,1952.95833333333,12,-0.558
1953,1953,1953.04166666667,1,-0.47
1953,1953,1953.125,2,-0.487
1953,1953,1953.20833333333,3,-0.5
1953,1953,1953.29166666667,4,-0.459
1953,1953,1953.375,5,-0.458
1953,1953,1953.45833333333,6,-0.467
1953,1953,1953.54166666667,7,-0.477
1953,1953,1953.625,8,-0.473
1953,1953,1953.70833333333,9,-0.467
1953,1953,1953.79166666667,10,-0.483
1953,1953,1953.875,11,-0.508
1953,1954,1953.95833333333,12,-0.482
1954,1954,1954.04166666667,1,-0.465
1954,1954,1954.125,2,-0.448
1954,1954,1954.20833333333,3,-0.477
1954,1954,1954.29166666667,4,-0.493
1954,1954,1954.375,5,-0.463
1954,1954,1954.45833333333,6,-0.429
1954,1954,1954.54166666667,7,-0.412
1954,1954,1954.625,8,-0.418
1954,1954,1954.70833333333,9,-0.456
1954,1954,1954.79166666667,10,-0.497
1954,1954,1954.875,11,-0.508
1954,1955,1954.95833333333,12,-0.521
1955,1955,1955.04166666667,1,-0.479
1955,1955,1955.125,2,-0.445
1955,1955,1955.20833333333,3,-0.445
1955,1955,1955.29166666667,4,-0.444
1955,1955,1955.375,5,-0.424
1955,1955,1955.45833333333,6,-0.442
1955,1955,1955.54166666667,7,-0.425
1955,1955,1955.625,8,-0.424
1955,1955,1955.70833333333,9,-0.443
1955,1955,1955.79166666667,10,-0.473
1955,1955,1955.875,11,-0.471
1955,1956,1955.95833333333,12,-0.472
1956,1956,1956.04166666667,1,-0.437
1956,1956,1956.125,2,-0.458
1956,1956,1956.20833333333,3,-0.4
1956,1956,1956.29166666667,4,-0.373
1956,1956,1956.375,5,-0.385
1956,1956,1956.45833333333,6,-0.367
1956,1956,1956.54166666667,7,-0.393
1956,1956,1956.625,8,-0.401
1956,1956,1956.70833333333,9,-0.404
1956,1956,1956.79166666667,10,-0.447
1956,1956,1956.875,11,-0.493
1956,1957,1956.95833333333,12,-0.488
1957,1957,1957.04166666667,1,-0.473
1957,1957,1957.125,2,-0.457
1957,1957,1957.20833333333,3,-0.474
1957,1957,1957.29166666667,4,-0.426
1957,1957,1957.375,5,-0.431
1957,1957,1957.45833333333,6,-0.435
1957,1957,1957.54166666667,7,-0.431
1957,1957,1957.625,8,-0.443
1957,1957,1957.70833333333,9,-0.456
1957,1957,1957.79166666667,10,-0.497
1957,1957,1957.875,11,-0.508
1957,1958,1957.95833333333,12,-0.498
1958,1958,1958.04166666667,1,-0.456
