"year","met_year","yr_part","month","m0001","m0002","m0003","m0004","m0005","m0006","m0007","m0008","m0009","m0010","m0011","m0012","m0013","m0014","m0015","m0016","m0017","m0018","m0019","m0020","m0021","m0022","m0023","m0024","m0025","m0026","m0027","m0028","m0029","m0030","m0031","m0032","m0033","m0034","m0035","m0036","m0037","m0038","m0039","m0040","m0041","m0042","m0043","m0044","m0045","m0046","m0047","m0048","m0049","m0050","m0051","m0052","m0053","m0054","m0055","m0056","m0057","m0058","m0059","m0060","m0061","m0062","m0063","m0064","m0065","m0066","m0067","m0068","m0069","m0070","m0071","m0072","m0073","m0074","m0075","m0076","m0077","m0078","m0079","m0080","m0081","m0082","m0083","m0084","m0085","m0086","m0087","m0088","m0089","m0090","m0091","m0092","m0093","m0094","m0095","m0096","m0097","m0098","m0099","m0100","m0101","m0102","m0103","m0104","m0105","m0106","m0107","m0108","m0109","m0110","m0111","m0112","m0113","m0114","m0115","m0116","m0117","m0118","m0119","m0120","m0121","m0122","m0123","m0124","m0125","m0126","m0127","m0128","m0129","m0130","m0131","m0132","m0133","m0134","m0135","m0136","m0137","m0138","m0139","m0140","m0141","m0142","m0143","m0144","m0145","m0146","m0147","m0148","m0149","m0150","m0151","m0152","m0153","m0154","m0155","m0156","m0157","m0158","m0159","m0160","m0161","m0162","m0163","m0164","m0165","m0166","m0167"
1947,1947,1947.20833333333,3,16.2917,16.3225,11.2114,11.9438,12.1064,12.0561,11.6669,11.9436,11.3841,12.3012,11.6064,11.2023,11.5852,11.5828,11.5129,11.4444,12.8872,12.2687,12.5151,13.0771,12.8629,14.4854,14.5823,14.4579,14.5541,14.556,13.0305,13.2432,13.1477,12.9765,13.0945,13.1626,13.2467,13.0709,13.2052,11.0551,10.5991,10.4545,12.0124,12.0052,12.8397000000001,12.3391,12.3172,12.404,12.8198,12.7169,12.768,12.6303,12.8865,13.0908,13.3577,12.8698,12.9964000000001,12.4174,12.4927,11.8128,12.1008,11.9091,12.4546,12.4916,12.6181,12.244,12.3269,12.551,11.6569,11.4879,11.7397,11.6291000000001,12.438,12.6899,11.3752,11.9238,11.2114,11.9438,12.1064,12.0561,11.6669,11.9436,11.3841,12.3012,11.6064,11.5828,12.2686,13.0771,12.8629,14.4854,14.5823,14.4579,13.0305,13.2432,13.1477,12.9765,13.0945,11.0551,10.5991,10.4545,12.0124,12.0052,12.8397000000001,12.3391,12.3172,12.404,12.8198,12.7169,12.768,13.0908,13.3577,12.8698,12.9964000000001,12.4174,12.4927,11.8128,12.1008,11.9091,11.6569,11.4879,11.7397,11.6291000000001,12.438,11.3752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,1947,1947.29166666667,4,16.5443,16.6135,12.3718,12.8867,13.1429,13.2459,12.9289,13.0629,12.3101,13.2737,12.574,12.3256,12.4334,12.4029,12.619,12.6002,13.6226,13.1072,13.5187,13.6413,13.5594,15.4449,15.5413,15.4345,15.3707,15.3989,14.0733,14.0407,14.0341,13.927,14.0918,14.0652,14.2498000000001,14.1052,14.1938,12.2555,11.8792,11.8758,12.5358,12.984,13.6674,13.2178,13.3047,13.5015,13.7008,13.814,13.759,13.7115,14.0217,14.377,14.3246,13.8384,14.1797,13.3413,13.3218,12.9821,13.0478,13.099,13.27,13.4541,13.2261,13.222,13.3486,13.257,12.3318,12.3431,12.44,12.5053,13.6665,13.736,12.283,12.5328,12.3718,12.8867,13.1429,13.2459,12.9289,13.0629,12.3101,13.2737,12.574,12.4029,13.1073,13.6413,13.5594,15.4449,15.5413,15.4345,14.0733,14.0407,14.0341,13.927,14.0918,12.2555,11.8792,11.8758,12.5358,12.984,13.6674,13.2178,13.3047,13.5015,13.7008,13.814,13.759,14.377,14.3246,13.8384,14.1797,13.3413,13.3218,12.9821,13.0478,13.099,12.3318,12.3431,12.44,12.5053,13.6665,12.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,1947,1947.375,5,16.8122,17.0168,13.4766,14.0391,14.0326,14.0541,13.8834,13.9802,13.4335,14.075,13.6025,13.3145,13.3997,13.5808,13.845,13.7481,14.7101,14.2245,14.6352,14.2948,14.2909,16.2855,16.2939,16.2564,16.1243,16.0838,14.8239,14.8849,15.0343,14.8722,14.8347,14.8693,15.0133,14.9676,14.9964000000001,13.4919,13.1481,13.0895,13.4805,13.8679,14.6862,14.3182,14.4481,14.4331,14.6742,14.887,14.6649,14.7657,14.7793,15.1885,15.2138,15.0489,15.1832,14.1903,14.2787,13.9447,13.9532,13.9933,14.0865,14.0616,13.9768,13.9611,14.0771,14.0725,13.2669,13.0247,13.1131,13.0977,14.6913,14.8647,13.4379,13.7452,13.4766,14.0391,14.0326,14.0541,13.8834,13.9802,13.4335,14.075,13.6025,13.5808,14.2246,14.2948,14.2909,16.2855,16.2939,16.2564,14.8239,14.8849,15.0343,14.8722,14.8347,13.4919,13.1481,13.0895,13.4805,13.8679,14.6862,14.3182,14.4481,14.4331,14.6742,14.887,14.6649,15.1885,15.2138,15.0489,15.1832,14.1903,14.2787,13.9447,13.9532,13.9933,13.2669,13.0247,13.1131,13.0977,14.6913,13.4379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,1947,1947.45833333333,6,16.9965,17.1442,14.2786,14.605,14.5055,14.7388,14.2676,14.5553,13.9609,14.7317,14.1987,14.1048,14.0458,14.3687,14.6285,14.4613000000001,15.5492,15.3091,15.5911,15.0961,15.0389,16.7635,16.912,16.8305,16.7382,16.8029,15.5991,15.6601,15.727,15.6461,15.644,15.6416,15.7083,15.758,15.7948,14.5159,14.1864,14.2556,14.1119,14.6416,15.4159,15.0878,15.1476,15.209,15.0096,15.364,15.2638,15.2849000000001,15.4515,15.8307,15.7827,15.6686,15.8182,14.767,14.8025,14.6682,14.6602,14.6576,14.5816,14.649,14.5818,14.6266,14.6069,14.5227,13.5493,13.451,13.3303,13.4384,15.174,15.5729,14.2712,14.6712,14.2786,14.605,14.5055,14.7388,14.2676,14.5553,13.9609,14.7317,14.1987,14.3687,15.3091,15.0961,15.0389,16.7635,16.912,16.8305,15.5991,15.6601,15.727,15.6461,15.644,14.5159,14.1864,14.2556,14.1119,14.6416,15.4159,15.0878,15.1476,15.209,15.0096,15.364,15.2638,15.8307,15.7827,15.6686,15.8182,14.767,14.8025,14.6682,14.6602,14.6576,13.5493,13.451,13.3303,13.4384,15.174,14.2712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,1947,1947.54166666667,7,17.4089,17.4883,14.646,14.9181,14.7383,14.8092,14.4633,14.6011,14.1078,14.9893,14.4174,14.1694,14.1389,14.6438,14.6813,14.5649,15.6522000000001,15.5361,15.68,15.604,15.5695,17.1373,17.1384,17.3452,17.1343,17.1463,16.1115,16.205,16.2514,16.0889,16.1071,16.076,16.1428,16.2389,16.2219,14.952,14.7372,14.9275,14.1716,15.0016,15.8679,15.3306,15.3162,15.5451,15.2373,15.6767,15.4701,15.6427,15.6541,16.0862,15.9237,16.01,15.932,14.9862,15.0428,14.8799,14.8758,14.7595,14.8791000000001,15.0077,14.7757,14.8603,14.8475,14.7698,13.709,13.5767,13.427,13.6425,15.3266,15.71,14.7039,15.0078,14.646,14.9181,14.7383,14.8092,14.4633,14.6011,14.1078,14.9893,14.4174,14.6438,15.5361,15.604,15.5695,17.1373,17.1384,17.3452,16.1115,16.205,16.2514,16.0889,16.1071,14.952,14.7372,14.9275,14.1716,15.0016,15.8679,15.3306,15.3162,15.5451,15.2373,15.6767,15.4701,16.0862,15.9237,16.01,15.932,14.9862,15.0428,14.8799,14.8758,14.7595,13.709,13.5767,13.427,13.6425,15.3266,14.7039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,1947,1947.625,8,17.7913,17.7318,14.3655,14.4357,14.4786,14.6395,14.1694,14.3157,13.7482,14.8177,13.9936,13.8789,13.8216,14.3004,14.4387,14.2705,15.3036,15.3111,15.3891,15.5096,15.4054,16.8995,17.0553,17.1093,17.074,17.0005,16.0293,16.1073,16.2469,16.0625,16.0788,16.0643,16.1693,16.0788,16.1721,14.6214000000001,14.503,14.6054,13.8771,14.8003,15.5022,15.0299,15.1153,15.287,15.076,15.4833,15.4745,15.4841,15.5102,15.8413,15.7403,15.8016,15.7474,14.4149,14.6115,14.5343,14.3755,14.3187,14.8191,14.9501,14.7566,14.7502,14.7872,14.7602,13.6818,13.6209,13.3815,13.5257,15.0831,15.4906,14.5509,14.8415,14.3655,14.4357,14.4786,14.6395,14.1694,14.3157,13.7482,14.8177,13.9936,14.3004,15.3111,15.5096,15.4054,16.8995,17.0553,17.1093,16.0293,16.1073,16.2469,16.0625,16.0788,14.6214000000001,14.503,14.6054,13.8771,14.8003,15.5022,15.0299,15.1153,15.287,15.076,15.4833,15.4745,15.8413,15.7403,15.8016,15.7474,14.4149,14.6115,14.5343,14.3755,14.3187,13.6818,13.6209,13.3815,13.5257,15.0831,14.5509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,1947,1947.70833333333,9,17.4485,17.452,13.5458,13.7945,13.634,13.7273,13.6779,13.5311,12.9188,14.1074,13.1652,12.9437,13.0253,13.412,13.4307,13.3674,14.5322,14.4637,14.5038,14.9388,14.9156,16.0226,16.1146,16.1884,16.248,16.2319,15.0031,15.0335,15.1748,15.0312,15.0092,15.0895,15.1157,15.0319,15.0532,13.8264,13.4913,13.7668,13.3311,14.0329,14.8084,14.2901,14.3188,14.2948,14.4405,14.8789,14.8894,14.9508,14.8932,15.098,15.2459,15.0308,15.0331,13.5993,13.889,13.5662,13.5991,13.4707,14.1762,14.2644,14.3014,13.887,14.1891,14.258,13.2976,13.3362,13.1414,13.1368000000001,14.3202,14.9057,13.8282,14.223,13.5458,13.7945,13.634,13.7273,13.6779,13.5311,12.9188,14.1074,13.1652,13.412,14.4637,14.9388,14.9156,16.0226,16.1146,16.1884,15.0031,15.0335,15.1748,15.0312,15.0092,13.8264,13.4913,13.7668,13.3311,14.0329,14.8084,14.2901,14.3188,14.2948,14.4405,14.8789,14.8894,15.098,15.2459,15.0308,15.0331,13.5993,13.889,13.5662,13.5991,13.4707,13.2976,13.3362,13.1414,13.1368000000001,14.3202,13.8282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,1947,1947.79166666667,10,16.8743,16.8061,12.4762,12.9422,13.0737,12.951,12.7989,12.8986,12.2491,13.1225,12.2497,11.99,11.9736,12.2197,12.2553,12.1886,13.2002,13.2125,13.1882,13.9996,14.0068,14.9028,14.8668,14.8106,14.8664,14.9591,13.7071,13.6411,13.6648,13.5606,13.4945,13.6296,13.7484,13.5533,13.7006,12.5474,11.8079,12.2043,12.6089,12.8277,13.9157,13.1069,13.2936,13.3453,13.4570000000001,13.9523,13.9647000000001,13.9570000000001,13.8316,14.0693,14.2177,14.1481,14.163,12.598,12.7901,12.5898,12.5756,12.4517,13.3277,13.4036,13.3798,13.2493,13.3161,13.4012,12.7872,12.5716,12.3115,12.3782,13.3321,13.8936,12.6721,13.0863000000001,12.4762,12.9422,13.0737,12.951,12.7989,12.8986,12.2491,13.1225,12.2497,12.2197,13.2125,13.9996,14.0068,14.9028,14.8668,14.8106,13.7071,13.6411,13.6648,13.5606,13.4945,12.5474,11.8079,12.2043,12.6089,12.8277,13.9157,13.1069,13.2936,13.3453,13.4570000000001,13.9523,13.9647000000001,14.0693,14.2177,14.1481,14.163,12.598,12.7901,12.5898,12.5756,12.4517,12.7872,12.5716,12.3115,12.3782,13.3321,12.6721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,1947,1947.875,11,16.2851,16.2148,11.4284,12.1919,12.2625,12.2983,12.0892,12.122,11.5763,11.8553,11.2736,11.2344000000001,11.116,11.1406,10.9802,11.008,12.0101,11.9809,12.0993,13.299,13.2045,13.5644,13.6382,13.5327,13.6461,13.6061,12.5581,12.6306,12.6383,12.5477,12.5447,12.4727,12.559,12.4831,12.7113000000001,11.2697,10.7189,10.8847,11.8798,11.8397000000001,13.0339,12.1692,12.3524,12.4983,12.2215,13.0986,12.8324,12.8847,12.6575,13.0805,13.1858,13.2102,12.9675,11.5348,11.7487,11.5487,11.6476,11.4828,12.4448,12.4769,12.6259,12.4716,12.6185,12.5328,11.5595,11.4801,11.17,11.6316,12.3200000000001,12.8006,11.412,11.9902,11.4284,12.1919,12.2625,12.2983,12.0892,12.122,11.5763,11.8553,11.2736,11.1406,11.9809,13.299,13.2045,13.5644,13.6382,13.5327,12.5581,12.6306,12.6383,12.5477,12.5447,11.2697,10.7189,10.8847,11.8798,11.8397000000001,13.0339,12.1692,12.3524,12.4983,12.2215,13.0986,12.8324,13.0805,13.1858,13.2102,12.9675,11.5348,11.7487,11.5487,11.6476,11.4828,11.5595,11.4801,11.17,11.6316,12.3200000000001,11.412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947,1948,1947.95833333333,12,15.9404,15.8564,10.4208,11.3405,11.4558,11.3301,11.1293,11.5785,10.9353,11.3418,10.7612,10.4306,10.6711,10.6038,10.5252,10.3352,11.2917,11.4102,11.5492,12.5504,12.4485,13.085,13.1103,12.9236,13.0908,12.8129,12.1645,12.228,12.2305,12.0139,12.1586,12.1381,12.2426,12.1388,12.2541000000001,10.3253,9.61540000000002,9.85400000000004,11.2407,11.3694,12.5193,11.5224,11.7393,11.7609,11.5011,12.0622,11.9562,12.1375,11.8608,12.4314,12.6182,12.4873,12.388,10.9677,10.9019,10.8682,10.9629,10.8423,11.9091,11.811,11.9571,11.99,11.8422,12.1246,10.6033,10.8906,10.1696,10.7746,11.5398,11.8937,10.5984,10.9795,10.4208,11.3405,11.4558,11.3301,11.1293,11.5785,10.9353,11.3418,10.7612,10.6038,11.41,12.5504,12.4485,13.085,13.1103,12.9236,12.1645,12.228,12.2305,12.0139,12.1586,10.3253,9.61540000000002,9.85400000000004,11.2407,11.3694,12.5193,11.5224,11.7393,11.7609,11.5011,12.0622,11.9562,12.4314,12.6182,12.4873,12.388,10.9677,10.9019,10.8682,10.9629,10.8423,10.6033,10.8906,10.1696,10.7746,11.5398,10.5984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,1948,1948.04166666667,1,16.0187,15.8875,10.0631,10.8464,10.855,10.833,10.803,11.0403,10.3668,11.2737,10.2738000000001,10.3962,10.6945,10.5174,10.4247,10.4591,11.3946,11.5218,11.579,12.2045,12.2328,12.94,13.151,12.9685,13.2259,13.1629,12.1897,12.2497,12.2613,12.2543,12.0832,12.2973,12.3809,12.2816,12.2095,9.67140000000001,9.33680000000004,9.53450000000004,11.3155,11.2341,12.3501,11.3692,11.5681,11.5941,11.0835,11.6647,11.7819,11.7563,11.4245,12.1209,12.5259,12.2513,11.9098,11.0494,10.6404,10.7907,10.8351,10.7295,11.5624,11.534,11.645,11.6424,11.5327,11.8497,10.7714,10.4225,9.79640000000001,10.4385,11.2017,11.4629,10.0314,10.4616,10.0631,10.8464,10.855,10.833,10.803,11.0403,10.3668,11.2737,10.2738000000001,10.5174,11.5218,12.2045,12.2328,12.94,13.151,12.9685,12.1897,12.2497,12.2613,12.2543,12.0832,9.67140000000001,9.33680000000004,9.53450000000004,11.3155,11.2341,12.3501,11.3692,11.5681,11.5941,11.0835,11.6647,11.7819,12.1209,12.5259,12.2513,11.9098,11.0494,10.6404,10.7907,10.8351,10.7295,10.7714,10.4225,9.79640000000001,10.4385,11.2017,10.0314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,1948,1948.125,2,16.1202,16.1002,10.3783,11.2414,11.2784,11.377,10.9641,11.2524,10.466,12.0906,10.5757,10.8421,10.7182,10.9904,10.8075,10.7983,11.4748,11.8833,11.9528,12.6603,12.514,13.5585,13.6509,13.589,13.5666000000001,13.7595,12.5331,12.593,12.6271,12.404,12.3785,12.7514,12.6297,12.6282,12.5881,10.3,9.87140000000005,9.81510000000003,11.4224,11.6128,12.4203,11.4259,11.7761,11.6326,11.4705,12.2143,12.0265,11.9998000000001,11.8153,12.5015,12.7917,12.6056,12.3971,11.3816,11.1237,11.2027,11.1413,11.0718,11.6515,11.833,11.9717,11.7988,11.7468,11.8646,11.1828,10.8993,10.5036,11.2421000000001,11.3836,11.7982,10.6046,10.9038,10.3783,11.2414,11.2784,11.377,10.9641,11.2524,10.466,12.0906,10.5757,10.9904,11.8833,12.6603,12.514,13.5585,13.6509,13.589,12.5331,12.593,12.6271,12.404,12.3785,10.3,9.87140000000005,9.81510000000003,11.4224,11.6128,12.4203,11.4259,11.7761,11.6326,11.4705,12.2143,12.0265,12.5015,12.7917,12.6056,12.3971,11.3816,11.1237,11.2027,11.1413,11.0718,11.1828,10.8993,10.5036,11.2421000000001,11.3836,10.6046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,1948,1948.20833333333,3,16.4226,16.2726,11.2858,12.2133,12.0408,12.0944,11.8422,12.0453,11.2197,13.0491,11.4167,11.3179,11.4363,11.7088,11.3826,11.3801,12.0682,12.5413,12.4697,12.9512,13.0428,14.5013,14.4856,14.6081,14.5442,14.5784,13.1053,13.2922,13.3287,13.175,13.2847,13.2318,13.2052,13.2052,13.4089,11.1501,10.794,10.8664,12.1587,12.2255,13.0479,12.0796,12.4015,12.3466,12.4721,12.9131,12.7598,12.7539,12.7714,13.1853,13.3526,13.534,13.3591,12.102,12.074,12.0887,12.109,11.9323,12.4552,12.3229,12.5228,12.3302,12.3135,12.5231,11.9882,11.6057,11.4605,12.0635,12.2982,12.6213,11.3814,11.429,11.2858,12.2133,12.0408,12.0944,11.8422,12.0453,11.2197,13.0491,11.4167,11.7088,12.5416,12.9512,13.0428,14.5013,14.4856,14.6081,13.1053,13.2922,13.3287,13.175,13.2847,11.1501,10.794,10.8664,12.1587,12.2255,13.0479,12.0796,12.4015,12.3466,12.4721,12.9131,12.7598,13.1853,13.3526,13.534,13.3591,12.102,12.074,12.0887,12.109,11.9323,11.9882,11.6057,11.4605,12.0635,12.2982,11.3814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,1948,1948.29166666667,4,16.7873,16.4249,12.6018,13.4389,13.0563,13.0381,12.7173,12.9826,12.3254,13.7517,12.3762,12.2907,12.3682,12.778,12.4207,12.3613,12.9186,13.113,13.3532,13.6224,13.683,15.4514,15.3607,15.7008,15.3932,15.6958,14.1544,14.0908,14.3091,14.0674,14.2068,14.2575000000001,14.2506,14.1539,14.2107,12.5174,12.1539,12.2698,12.8552,13.0684,13.8742,13.0935,13.3187,13.4355,13.5779,13.8163,13.8402,13.826,13.7966,14.2078,14.6766,14.4629,14.434,13.0994,13.1865,13.1656,13.1025,12.9482,13.3021,13.3879,13.2637,13.2776,13.3045,13.2255,12.5107,12.6374,12.3132,12.7899,13.3988000000001,13.8629,12.3448,12.5498,12.6018,13.4389,13.0563,13.0381,12.7173,12.9826,12.3254,13.7517,12.3762,12.778,13.1131,13.6224,13.683,15.4514,15.3607,15.7008,14.1544,14.0908,14.3091,14.0674,14.2068,12.5174,12.1539,12.2698,12.8552,13.0684,13.8742,13.0935,13.3187,13.4355,13.5779,13.8163,13.8402,14.2078,14.6766,14.4629,14.434,13.0994,13.1865,13.1656,13.1025,12.9482,12.5107,12.6374,12.3132,12.7899,13.3988000000001,12.3448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,1948,1948.375,5,17.1557,16.819,13.6379,14.3176,14.08,14.0608,13.7965,13.9387,13.3034,14.5029,13.4521,13.3555,13.3956,13.6276,13.4389,13.4078,14.1227,14.3681,14.2855,14.4527,14.3978,16.1601,16.2121,16.3857,16.1788,16.4407,14.9904,14.891,15.0406,14.9636,15.0648,14.979,15.1375,14.8248,15.0654,13.6686,13.4434,13.7007,13.6324,13.9666,14.8177,14.2638,14.4297,14.4173,14.5075000000001,14.8314,14.7348,14.7462,14.7416,15.0084,15.7101,15.5706,15.4434,14.0484,14.0551,14.1085,14.1011,13.7769,14.0703,14.1491,14.2767,14.0947,14.0941,13.9779,13.1301,13.43,12.9985,13.3717,14.6258,14.9116,13.5952,13.569,13.6379,14.3176,14.08,14.0608,13.7965,13.9387,13.3034,14.5029,13.4521,13.6276,14.368,14.4527,14.3978,16.1601,16.2121,16.3857,14.9904,14.891,15.0406,14.9636,15.0648,13.6686,13.4434,13.7007,13.6324,13.9666,14.8177,14.2638,14.4297,14.4173,14.5075000000001,14.8314,14.7348,15.0084,15.7101,15.5706,15.4434,14.0484,14.0551,14.1085,14.1011,13.7769,13.1301,13.43,12.9985,13.3717,14.6258,13.5952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,1948,1948.45833333333,6,17.2119,17.0513,14.3536,14.7992,14.5696,14.5956,14.3446,14.6639,13.9208,15.1689,14.181,13.9634,14.1866,14.4466,14.2966,14.3554,15.0594,15.5339,15.3778,15.0924,15.1144,16.8644,16.9029,16.9218,16.8228,16.9845,15.5989,15.6861,15.6388,15.6497,15.7898,15.8368,15.7879,15.5665,15.7919,14.6125,14.4188,14.6175,14.1961,14.6725,15.5119,14.9857,15.1849,15.1435,15.0312,15.3896,15.1962,15.2374,15.3491,15.7707,16.2302,16.091,15.9653,14.599,14.6396,14.7072,14.8332,14.4273,14.502,14.6337,14.6851,14.3502,14.5182,14.7161,13.6173,13.4185,13.2508,13.6323,15.417,15.3991,14.4625,14.6989,14.3536,14.7992,14.5696,14.5956,14.3446,14.6639,13.9208,15.1689,14.181,14.4466,15.5342,15.0924,15.1144,16.8644,16.9029,16.9218,15.5989,15.6861,15.6388,15.6497,15.7898,14.6125,14.4188,14.6175,14.1961,14.6725,15.5119,14.9857,15.1849,15.1435,15.0312,15.3896,15.1962,15.7707,16.2302,16.091,15.9653,14.599,14.6396,14.7072,14.8332,14.4273,13.6173,13.4185,13.2508,13.6323,15.417,14.4625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,1948,1948.54166666667,7,17.5691,17.3502,14.6748,14.7917,14.6898,14.7493,14.6088,14.7908,14.0447,15.4175,14.2508,14.2031,14.4037,14.5707,14.6605,14.5337,15.4246,15.6678,15.5922,15.5704,15.6076,17.1796000000001,17.2639,17.2813,17.1656,17.2598,15.9901,16.2406,16.2985,16.2254,16.1247,16.1053,16.1503,16.1543,16.257,15.1796000000001,15.1403,15.1351,14.2212,15.0656,15.9126,15.2769,15.3831,15.5081,15.4981,15.6075,15.4570000000001,15.5029,15.5987,15.8251,16.3231,16.1083,16.0411,14.9615,14.8479,14.9954,14.9469,14.6585,14.8992,14.8487,14.9568,14.7975,14.8761,14.8577,13.6526,13.8209,13.4596,13.8817,15.4294,15.5602,14.7164,14.9756,14.6748,14.7917,14.6898,14.7493,14.6088,14.7908,14.0447,15.4175,14.2508,14.5707,15.6681,15.5704,15.6076,17.1796000000001,17.2639,17.2813,15.9901,16.2406,16.2985,16.2254,16.1247,15.1796000000001,15.1403,15.1351,14.2212,15.0656,15.9126,15.2769,15.3831,15.5081,15.4981,15.6075,15.4570000000001,15.8251,16.3231,16.1083,16.0411,14.9615,14.8479,14.9954,14.9469,14.6585,13.6526,13.8209,13.4596,13.8817,15.4294,14.7164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
