# using minimal fraction of valid points 30.00
# tas [K] from MIROC5 model output prepared for CMIP5 RCP6
# cutting out region lon=    0.000  360.000, lat=  -90.000   90.000
 1861   285.4229       285.5610       286.1594       287.2109       288.4758       289.5500       289.9578       289.7415       288.8772       287.6601       286.5469       285.7883    
 1862   285.4397       285.6092       286.2810       287.3022       288.5597       289.5797       290.0212       289.8085       288.9421       287.7341       286.5552       285.8522    
 1863   285.5787       285.7158       286.3272       287.3438       288.6847       289.7545       290.0206       289.8122       288.9662       287.7223       286.6085       285.8209    
 1864   285.6565       285.7236       286.1974       287.3431       288.5860       289.6654       289.9688       289.7634       288.8482       287.6982       286.4478       285.7149    
 1865   285.4041       285.6522       286.1375       287.2562       288.4196       289.4803       289.9129       289.6649       288.8564       287.5793       286.5248       285.7729    
 1866   285.4257       285.6621       286.2885       287.2397       288.4980       289.5416       289.9019       289.7094       288.8256       287.5913       286.4922       285.7852    
 1867   285.4095       285.6029       286.1893       287.2147       288.5432       289.5558       290.0384       289.7495       288.9545       287.6900       286.5353       285.7771    
 1868   285.5301       285.8051       286.3084       287.3297       288.6078       289.6047       289.9933       289.7858       288.9655       287.6570       286.5228       285.8691    
 1869   285.5203       285.6557       286.2660       287.3101       288.5419       289.6274       290.0237       289.7418       288.8599       287.6021       286.5123       285.7562    
 1870   285.4782       285.6028       286.1820       287.2413       288.4997       289.5854       289.9065       289.6898       288.8757       287.5904       286.5653       285.7939    
 1871   285.4914       285.7533       286.2691       287.2927       288.5751       289.5628       289.9868       289.7114       288.9607       287.7732       286.5258       285.9024    
 1872   285.5805       285.8016       286.3844       287.2762       288.5652       289.7014       290.0689       289.8092       288.9733       287.7907       286.6375       285.8380    
 1873   285.6876       285.9275       286.3231       287.3166       288.6046       289.6799       290.0344       289.8633       289.0345       287.6959       286.4825       285.7314    
 1874   285.5398       285.7852       286.2819       287.1970       288.4987       289.5535       289.9442       289.6925       288.8755       287.7130       286.5501       285.8798    
 1875   285.5501       285.7714       286.3183       287.3770       288.6262       289.6579       290.0865       289.8344       289.0469       287.8143       286.6291       285.9106    
 1876   285.7399       285.9182       286.3316       287.3792       288.7613       289.7601       290.1582       289.9216       289.0624       287.8152       286.6837       286.0465    
 1877   285.7238       285.8651       286.3626       287.3617       288.6079       289.6343       290.0978       289.8022       288.9716       287.7058       286.5339       285.8321    
 1878   285.6564       285.7966       286.3626       287.3613       288.6299       289.6359       290.0542       289.7950       288.9253       287.6277       286.3759       285.7322    
 1879   285.4215       285.6006       286.1562       287.1735       288.4788       289.5059       289.9288       289.6762       288.8326       287.6703       286.4755       285.7137    
 1880   285.4656       285.6463       286.2300       287.2832       288.5738       289.5419       290.0484       289.7294       288.8824       287.6933       286.5305       285.8741    
 1881   285.4442       285.7689       286.3551       287.3853       288.6240       289.6219       290.0513       289.8332       289.0300       287.7286       286.5561       285.8846    
 1882   285.5260       285.7923       286.3795       287.3214       288.5096       289.6278       290.0413       289.8305       288.9272       287.7530       286.5171       285.8500    
 1883   285.4812       285.7183       286.2734       287.2385       288.5261       289.5894       290.0213       289.7393       288.8923       287.6739       286.4974       285.7252    
 1884   285.4636       285.5652       286.1286       287.0847       288.3105       289.4208       289.7848       289.4926       288.6684       287.4030       286.2344       285.5761    
 1885   285.3561       285.4889       286.0247       287.0085       288.2717       289.3382       289.7498       289.4688       288.6610       287.4265       286.2917       285.5671    
 1886   285.2893       285.4580       286.0419       287.0787       288.3110       289.3500       289.7799       289.5492       288.7106       287.4249       286.3096       285.5269    
 1887   285.2367       285.4565       285.9992       287.0169       288.2574       289.3730       289.7798       289.5425       288.7380       287.5151       286.4282       285.5784    
 1888   285.3605       285.5072       286.0750       287.0994       288.4269       289.4149       289.8348       289.5679       288.7291       287.4894       286.3345       285.5705    
 1889   285.3017       285.5361       286.1695       287.1152       288.2966       289.4156       289.7867       289.6757       288.8211       287.6316       286.4384       285.7620    
 1890   285.4143       285.6174       286.1033       287.1739       288.4477       289.5820       289.9900       289.6956       288.8630       287.5248       286.4391       285.7344    
 1891   285.4830       285.6140       286.2739       287.1105       288.4255       289.5297       289.8967       289.6874       288.8059       287.5007       286.3173       285.5612    
 1892   285.2813       285.4442       286.0038       287.0570       288.2742       289.3577       289.7893       289.5488       288.7218       287.4113       286.2092       285.5372    
 1893   285.3047       285.4804       286.0414       287.1119       288.3462       289.3586       289.8282       289.5977       288.7112       287.5245       286.4120       285.6421    
 1894   285.4398       285.5605       286.0774       287.1721       288.4372       289.5676       289.9221       289.6743       288.8251       287.5930       286.4880       285.7506    
 1895   285.5445       285.7341       286.0568       287.2387       288.5682       289.6096       289.9460       289.6996       288.9174       287.6615       286.5341       285.8559    
 1896   285.4460       285.6953       286.1770       287.2601       288.5859       289.6884       289.9967       289.8068       288.9596       287.5996       286.4475       285.7208    
 1897   285.4562       285.7917       286.2098       287.2085       288.4153       289.5565       289.9283       289.7145       288.8606       287.6444       286.4826       285.7137    
 1898   285.4461       285.6799       286.1887       287.1923       288.4577       289.5033       289.9398       289.6760       288.7837       287.6134       286.4174       285.7573    
 1899   285.4637       285.5591       286.1183       287.2345       288.5432       289.5945       289.9638       289.7365       288.8315       287.7077       286.6040       285.8322    
 1900   285.5248       285.6557       286.3224       287.3385       288.5544       289.6612       290.0381       289.8259       288.9347       287.6899       286.5789       285.8739    
 1901   285.5188       285.5895       286.2507       287.2592       288.4112       289.5795       289.9839       289.7146       288.8643       287.6064       286.5496       285.7039    
