"year","met_year","yr_part","month","m0001","m0002","m0003","m0004","m0005","m0006","m0007","m0008","m0009","m0010","m0011","m0012","m0013","m0014","m0015","m0016","m0017","m0018","m0019","m0020","m0021","m0022","m0023","m0024","m0025","m0026","m0027","m0028","m0029","m0030","m0031","m0032","m0033","m0034","m0035","m0036","m0037","m0038","m0039","m0040","m0041","m0042","m0043","m0044","m0045","m0046","m0047","m0048","m0049","m0050","m0051","m0052","m0053","m0054","m0055","m0056","m0057","m0058","m0059","m0060","m0061","m0062","m0063","m0064","m0065","m0066","m0067","m0068","m0069","m0070","m0071","m0072","m0073","m0074","m0075","m0076","m0077","m0078","m0079","m0080","m0081","m0082","m0083","m0084","m0085","m0086","m0087","m0088","m0089","m0090","m0091","m0092","m0093","m0094","m0095","m0096","m0097","m0098","m0099","m0100","m0101","m0102","m0103","m0104","m0105","m0106","m0107","m0108","m0109","m0110","m0111","m0112","m0113","m0114","m0115","m0116","m0117","m0118","m0119","m0120","m0121","m0122"
1928,1929,1928.95833333333,12,17.69293,18.03906,17.56567,17.93652,17.74063,17.83801,16.86871,17.51379,17.90747,17.81006,17.75259,17.95465,19.0719,19.28442,19.27191,18.39063,18.49832,18.5022,18.09882,17.87045,16.608,17.40717,17.97195,17.43762,17.81421,18.0397,17.67923,17.25354,18.01978,18.06366,17.69293,18.03906,17.60773,18.11383,18.16782,17.74063,17.58029,17.82373,17.83801,16.86871,17.52628,17.90747,17.81042,17.75259,17.95465,19.0477,19.25671,19.26886,18.51346,18.314,18.55359,18.47168,18.39389,18.09882,17.70374,17.87045,18.56714,16.608,17.40717,18.04639,17.97195,17.43762,17.64026,18.0397,17.67923,17.25354,18.03906,18.11383,17.74063,16.86871,17.90747,17.81006,17.75259,17.95465,19.0719,19.28442,19.27191,18.39063,18.49832,18.5022,18.09882,17.89365,16.71155,17.97195,18.0397,17.67923,17.25354,18.01978,18.06366,17.69293,17.60773,18.11383,18.16782,17.74063,17.58029,17.82373,17.86203,16.86871,17.53381,17.90747,17.81006,17.75259,17.95465,19.0719,19.28442,19.27191,18.39063,18.49832,18.5022,18.09882,17.70374,17.89365,18.56714,16.608,17.40717,18.04639,17.97195,17.43762,17.81421,18.0397,17.67923,17.25354
1929,1929,1929.04166666667,1,18.0993,18.36151,17.81851,18.07056,18.04297,18.22424,17.14691,17.89249,18.06067,18.17191,18.20245,18.50095,19.49637,19.71817,19.68671,18.73007,18.86212,18.8721,18.50311,18.25772,17.04248,17.79318,18.23233,17.72516,18.04092,18.46036,17.85446,17.51166,18.3522,18.34116,18.0993,18.36151,17.89279,18.31717,18.39099,18.04297,17.89706,18.13428,18.22424,17.14691,17.92633,18.06067,18.23108,18.20245,18.50095,19.48547,19.685,19.68622,18.93668,18.68671,18.9353,18.84784,18.78088,18.50311,18.13437,18.25772,18.71231,17.04248,17.79318,18.57541,18.23233,17.72516,17.93073,18.46036,17.85446,17.51166,18.36151,18.31717,18.04297,17.14691,18.06067,18.17191,18.20245,18.50095,19.49637,19.71817,19.68671,18.73007,18.86212,18.8721,18.50311,18.29248,17.18231,18.23233,18.46036,17.85446,17.51166,18.3522,18.34116,18.0993,17.89279,18.31717,18.39099,18.04297,17.89706,18.13428,18.29419,17.14691,17.93665,18.06067,18.17191,18.20245,18.50095,19.49637,19.71817,19.68671,18.73007,18.86212,18.8721,18.50311,18.13437,18.29248,18.71231,17.04248,17.79318,18.57541,18.23233,17.72516,18.04092,18.46036,17.85446,17.51166
1929,1929,1929.125,2,18.27533,18.57471,17.96027,18.19717,18.24097,18.43427,17.38153,18.14261,18.18561,18.41718,18.43683,18.76105,19.75815,19.95285,19.91208,18.97751,19.12366,19.11386,18.70895,18.44635,17.26727,18.0321,18.41455,17.9205,18.224,18.71463,17.99664,17.66223,18.59207,18.54697,18.27533,18.57471,18.05243,18.47751,18.51886,18.24097,18.06671,18.33496,18.43427,17.38153,18.198,18.18561,18.47296,18.43683,18.76105,19.74432,19.92368,19.91968,19.20929,18.9595,19.20239,19.1124,19.01144,18.70895,18.36972,18.44635,18.81146,17.26727,18.0321,18.84875,18.41455,17.9205,18.13168,18.71463,17.99664,17.66223,18.57471,18.47751,18.24097,17.38153,18.18561,18.41718,18.43683,18.76105,19.75815,19.95285,19.91208,18.97751,19.12366,19.11386,18.70895,18.48541,17.36746,18.41455,18.71463,17.99664,17.66223,18.59207,18.54697,18.27533,18.05243,18.47751,18.51886,18.24097,18.06671,18.33496,18.47617,17.38153,18.20569,18.18561,18.41718,18.43683,18.76105,19.75815,19.95285,19.91208,18.97751,19.12366,19.11386,18.70895,18.36972,18.48541,18.81146,17.26727,18.0321,18.84875,18.41455,17.9205,18.224,18.71463,17.99664,17.66223
1929,1929,1929.20833333333,3,18.25598,18.48685,17.94354,18.21225,18.23096,18.30304,17.41156,18.15768,18.19855,18.28897,18.39606,18.76569,19.6929,19.86096,19.81128,18.98276,19.07846,19.09503,18.68103,18.33945,17.23422,18.01593,18.46759,17.97815,18.23337,18.59918,18.05151,17.68942,18.54462,18.50204,18.25598,18.48685,18.03549,18.48218,18.5383,18.23096,18.0824,18.37561,18.30304,17.41156,18.21124,18.19855,18.3829,18.39606,18.76569,19.67142,19.83667,19.82974,19.15173,18.94321,19.16931,19.08719,19.01035,18.68103,18.26962,18.33945,18.82629,17.23422,18.01593,18.79285,18.46759,17.97815,18.15176,18.59918,18.05151,17.68942,18.48685,18.48218,18.23096,17.41156,18.19855,18.28897,18.39606,18.76569,19.6929,19.86096,19.81128,18.98276,19.07846,19.09503,18.68103,18.37729,17.33725,18.46759,18.59918,18.05151,17.68942,18.54462,18.50204,18.25598,18.03549,18.48218,18.5383,18.23096,18.0824,18.37561,18.36435,17.41156,18.21451,18.19855,18.28897,18.39606,18.76569,19.6929,19.86096,19.81128,18.98276,19.07846,19.09503,18.68103,18.26962,18.37729,18.82629,17.23422,18.01593,18.79285,18.46759,17.97815,18.23337,18.59918,18.05151,17.68942
1929,1929,1929.29166666667,4,18.02933,18.35138,17.80627,18.13995,18.09451,18.01797,17.27405,17.97348,18.1051,18.09448,18.19769,18.48801,19.36188,19.50284,19.48013,18.76102,18.80579,18.86111,18.44571,18.13229,16.99234,17.85181,18.37,17.80804,18.11838,18.2814,17.97818,17.64725,18.33591,18.33005,18.02933,18.35138,17.87515,18.36182,18.42307,18.09451,17.95438,18.23355,18.01797,17.27405,17.99121,18.1051,18.16101,18.19769,18.48801,19.33777,19.48907,19.48474,18.85818,18.69754,18.89447,18.83533,18.76276,18.44571,18.00345,18.13229,18.77472,16.99234,17.85181,18.4726,18.37,17.80804,18.03262,18.2814,17.97818,17.64725,18.35138,18.36182,18.09451,17.27405,18.1051,18.09448,18.19769,18.48801,19.36188,19.50284,19.48013,18.76102,18.80579,18.86111,18.44571,18.16055,17.09695,18.37,18.2814,17.97818,17.64725,18.33591,18.33005,18.02933,17.87515,18.36182,18.42307,18.09451,17.95438,18.23355,18.08249,17.27405,17.99396,18.1051,18.09448,18.19769,18.48801,19.36188,19.50284,19.48013,18.76102,18.80579,18.86111,18.44571,18.00345,18.16055,18.77472,16.99234,17.85181,18.4726,18.37,17.80804,18.11838,18.2814,17.97818,17.64725
1929,1929,1929.375,5,17.74539,18.14996,17.64703,18.0679,17.92429,17.81677,17.05301,17.68604,17.97742,17.86322,17.95831,18.1622,19.00919,19.16147,19.12314,18.50845,18.55051,18.59213,18.20218,17.92972,16.71317,17.58344,18.168,17.56586,17.8732,17.98996,17.80984,17.54248,18.08884,18.17859,17.74539,18.14996,17.67816,18.21552,18.24875,17.92429,17.76416,17.99384,17.81677,17.05301,17.68094,17.97742,17.92584,17.95831,18.1622,18.98874,19.15186,19.14365,18.57446,18.44937,18.62469,18.56259,18.48965,18.20218,17.73874,17.92972,18.64456,16.71317,17.58344,18.147,18.168,17.56586,17.82919,17.98996,17.80984,17.54248,18.14996,18.21552,17.92429,17.05301,17.97742,17.86322,17.95831,18.1622,19.00919,19.16147,19.12314,18.50845,18.55051,18.59213,18.20218,17.96136,16.81015,18.168,17.98996,17.80984,17.54248,18.08884,18.17859,17.74539,17.67816,18.21552,18.24875,17.92429,17.76416,17.99384,17.83484,17.05301,17.68185,17.97742,17.86322,17.95831,18.1622,19.00919,19.16147,19.12314,18.50845,18.55051,18.59213,18.20218,17.73874,17.96136,18.64456,16.71317,17.58344,18.147,18.168,17.56586,17.8732,17.98996,17.80984,17.54248
1929,1929,1929.45833333333,6,17.56766,18.03207,17.60043,18.02243,17.82489,17.74466,16.85422,17.51633,17.86908,17.71521,17.83734,18.04596,18.82245,18.97,18.97079,18.39844,18.44379,18.45981,18.0961,17.86282,16.5986,17.46127,17.98352,17.35947,17.71368,17.86072,17.68439,17.43875,17.98422,18.12387,17.56766,18.03207,17.58112,18.09601,18.09058,17.82489,17.64096,17.85788,17.74466,16.85422,17.49289,17.86908,17.82126,17.83734,18.04596,18.81247,18.96902,18.96982,18.43637,18.33276,18.50717,18.43427,18.34607,18.0961,17.58664,17.86282,18.55234,16.5986,17.46127,18.03061,17.98352,17.35947,17.64377,17.86072,17.68439,17.43875,18.03207,18.09601,17.82489,16.85422,17.86908,17.71521,17.83734,18.04596,18.82245,18.97,18.97079,18.39844,18.44379,18.45981,18.0961,17.89105,16.71225,17.98352,17.86072,17.68439,17.43875,17.98422,18.12387,17.56766,17.58112,18.09601,18.09058,17.82489,17.64096,17.85788,17.76843,16.85422,17.49097,17.86908,17.71521,17.83734,18.04596,18.82245,18.97,18.97079,18.39844,18.44379,18.45981,18.0961,17.58664,17.89105,18.55234,16.5986,17.46127,18.03061,17.98352,17.35947,17.71368,17.86072,17.68439,17.43875
1929,1929,1929.54166666667,7,17.53592,17.97928,17.70508,18.01218,17.77505,17.8746,16.73865,17.50833,17.8436,17.74402,17.91095,18.07971,18.80612,18.94293,18.98648,18.44638,18.51746,18.52484,18.1152,17.90762,16.72116,17.56897,17.91821,17.28677,17.69467,17.97311,17.63004,17.40726,18.02753,18.14862,17.53592,17.97928,17.64288,18.01535,17.96796,17.77505,17.59134,17.8439,17.8746,16.73865,17.47659,17.8436,17.8642,17.91095,18.07971,18.80051,18.95862,18.95963,18.44061,18.38998,18.56714,18.49692,18.41379,18.1152,17.56079,17.90762,18.47675,16.72116,17.56897,18.23602,17.91821,17.28677,17.58084,17.97311,17.63004,17.40726,17.97928,18.01535,17.77505,16.73865,17.8436,17.74402,17.91095,18.07971,18.80612,18.94293,18.98648,18.44638,18.51746,18.52484,18.1152,17.92334,16.8363,17.91821,17.97311,17.63004,17.40726,18.02753,18.14862,17.53592,17.64288,18.01535,17.96796,17.77505,17.59134,17.8439,17.88525,16.73865,17.4718,17.8436,17.74402,17.91095,18.07971,18.80612,18.94293,18.98648,18.44638,18.51746,18.52484,18.1152,17.56079,17.92334,18.47675,16.72116,17.56897,18.23602,17.91821,17.28677,17.69467,17.97311,17.63004,17.40726
1929,1929,1929.625,8,17.52884,17.97498,17.78107,18.01761,17.75507,17.9411,16.70273,17.50336,17.8443,17.78537,17.91763,18.08719,18.88104,18.97131,19.05737,18.5596,18.6438,18.61325,18.13727,17.95526,16.83939,17.67715,17.93793,17.27271,17.71118,18.05719,17.6571,17.41241,18.04721,18.16983,17.52884,17.97498,17.69266,17.98257,17.91382,17.75507,17.60837,17.84683,17.9411,16.70273,17.46359,17.8443,17.9155,17.91763,18.08719,18.86145,19.00598,19.02112,18.51471,18.48819,18.6727,18.60071,18.52258,18.13727,17.59622,17.95526,18.47687,16.83939,17.67715,18.40118,17.93793,17.27271,17.59872,18.05719,17.6571,17.41241,17.97498,17.98257,17.75507,16.70273,17.8443,17.78537,17.91763,18.08719,18.88104,18.97131,19.05737,18.5596,18.6438,18.61325,18.13727,17.9736,16.94852,17.93793,18.05719,17.6571,17.41241,18.04721,18.16983,17.52884,17.69266,17.98257,17.91382,17.75507,17.60837,17.84683,17.9444,16.70273,17.46152,17.8443,17.78537,17.91763,18.08719,18.88104,18.97131,19.05737,18.5596,18.6438,18.61325,18.13727,17.59622,17.9736,18.47687,16.83939,17.67715,18.40118,17.93793,17.27271,17.71118,18.05719,17.6571,17.41241
1929,1929,1929.70833333333,9,17.45346,17.90976,17.63513,17.95093,17.70337,17.75977,16.64023,17.4122,17.80618,17.68726,17.68829,17.89545,18.85324,18.93509,19.01068,18.48544,18.60767,18.52542,18.07425,17.88858,16.75323,17.53427,17.9277,17.22183,17.64178,17.92987,17.67096,17.41354,17.99707,18.1033,17.45346,17.90976,17.56445,17.93195,17.86288,17.70337,17.5433,17.76865,17.75977,16.64023,17.37372,17.80618,17.79404,17.68829,17.89545,18.82135,18.96576,18.96808,18.50305,18.43082,18.61502,18.53989,18.45514,18.07425,17.53305,17.88858,18.44894,16.75323,17.53427,18.28665,17.9277,17.22183,17.53793,17.92987,17.67096,17.41354,17.90976,17.93195,17.70337,16.64023,17.80618,17.68726,17.68829,17.89545,18.85324,18.93509,19.01068,18.48544,18.60767,18.52542,18.07425,17.91534,16.83356,17.9277,17.92987,17.67096,17.41354,17.99707,18.1033,17.45346,17.56445,17.93195,17.86288,17.70337,17.5433,17.76865,17.78275,16.64023,17.36987,17.80618,17.68726,17.68829,17.89545,18.85324,18.93509,19.01068,18.48544,18.60767,18.52542,18.07425,17.53305,17.91534,18.44894,16.75323,17.53427,18.28665,17.9277,17.22183,17.64178,17.92987,17.67096,17.41354
1929,1929,1929.79166666667,10,17.32944,17.8244,17.43997,17.8656,17.62393,17.58743,16.57999,17.30746,17.73917,17.47235,17.5253,17.74283,18.74698,18.802,18.89932,18.29517,18.40936,18.35538,17.8912,17.73547,16.51883,17.22995,17.8609,17.173,17.5629,17.73547,17.59784,17.34518,17.8616,17.96548,17.32944,17.8244,17.41003,17.89749,17.83899,17.62393,17.50104,17.68912,17.58743,16.57999,17.2861,17.73917,17.60748,17.5253,17.74283,18.69244,18.83853,18.84702,18.36874,18.23526,18.43506,18.3558,18.2597,17.8912,17.35748,17.73547,18.40164,16.51883,17.22995,18.04214,17.8609,17.173,17.46237,17.73547,17.59784,17.34518,17.8244,17.89749,17.62393,16.57999,17.73917,17.47235,17.5253,17.74283,18.74698,18.802,18.89932,18.29517,18.40936,18.35538,17.8912,17.7597,16.60834,17.8609,17.73547,17.59784,17.34518,17.8616,17.96548,17.32944,17.41003,17.89749,17.83899,17.62393,17.50104,17.68912,17.5741,16.57999,17.28024,17.73917,17.47235,17.5253,17.74283,18.74698,18.802,18.89932,18.29517,18.40936,18.35538,17.8912,17.35748,17.7597,18.40164,16.51883,17.22995,18.04214,17.8609,17.173,17.5629,17.73547,17.59784,17.34518
1929,1929,1929.875,11,17.35519,17.85757,17.39984,17.83817,17.6658,17.5455,16.6077,17.32303,17.7905,17.40503,17.51651,17.76117,18.78293,18.86395,18.94208,18.20532,18.3374,18.23541,17.84448,17.698,16.41205,17.12762,17.84973,17.22488,17.65842,17.76108,17.59012,17.32391,17.82492,17.94461,17.35519,17.85757,17.4028,17.94095,17.90622,17.6658,17.47952,17.6463,17.5455,16.6077,17.28522,17.7905,17.5787,17.51651,17.76117,18.72192,18.8938,18.89923,18.39847,18.14468,18.3316,18.2529,18.17535,17.84448,17.26779,17.698,18.4426,16.41205,17.12762,17.97089,17.84973,17.22488,17.51172,17.76108,17.59012,17.32391,17.85757,17.94095,17.6658,16.6077,17.7905,17.40503,17.51651,17.76117,18.78293,18.86395,18.94208,18.20532,18.3374,18.23541,17.84448,17.70953,16.49533,17.84973,17.76108,17.59012,17.32391,17.82492,17.94461,17.35519,17.4028,17.94095,17.90622,17.6658,17.47952,17.6463,17.54886,16.6077,17.28708,17.7905,17.40503,17.51651,17.76117,18.78293,18.86395,18.94208,18.20532,18.3374,18.23541,17.84448,17.26779,17.70953,18.4426,16.41205,17.12762,17.97089,17.84973,17.22488,17.65842,17.76108,17.59012,17.32391
1929,1930,1929.95833333333,12,17.57117,18.04776,17.55481,17.94229,17.85196,17.77328,16.78149,17.5864,17.91733,17.61185,17.82584,18.1308,19.11652,19.20383,19.27182,18.38824,18.59488,18.41934,18.06265,17.93872,16.62622,17.33334,17.97662,17.43869,17.88531,18.00772,17.71725,17.4147,17.98392,18.11188,17.57117,18.04776,17.59671,18.12161,18.03894,17.85196,17.6579,17.80545,17.77328,16.78149,17.5033,17.91733,17.81198,17.82584,18.1308,19.04889,19.23047,19.2258,18.69235,18.3414,18.52722,18.45267,18.3652,18.06265,17.50629,17.93872,18.55701,16.62622,17.33334,18.28986,17.97662,17.43869,17.73978,18.00772,17.71725,17.4147,18.04776,18.12161,17.85196,16.78149,17.91733,17.61185,17.82584,18.1308,19.11652,19.20383,19.27182,18.38824,18.59488,18.41934,18.06265,17.94882,16.69943,17.97662,18.00772,17.71725,17.4147,17.98392,18.11188,17.57117,17.59671,18.12161,18.03894,17.85196,17.6579,17.80545,17.80164,16.78149,17.5155,17.91733,17.61185,17.82584,18.1308,19.11652,19.20383,19.27182,18.38824,18.59488,18.41934,18.06265,17.50629,17.94882,18.55701,16.62622,17.33334,18.28986,17.97662,17.43869,17.88531,18.00772,17.71725,17.4147
1930,1930,1930.04166666667,1,17.97937,18.39633,17.81024,18.09335,18.11359,18.19437,17.08093,18.01758,18.0889,18.00714,18.27234,18.69559,19.54254,19.75406,19.68097,18.78061,19.01932,18.7843,18.43066,18.30444,17.0015,17.69254,18.23755,17.75757,18.15436,18.46552,17.87033,17.60745,18.31757,18.42139,17.97937,18.39633,17.88629,18.34271,18.29312,18.11359,17.96002,18.13754,18.19437,17.08093,17.91095,18.0889,18.2261,18.27234,18.69559,19.48892,19.68588,19.65439,19.11194,18.72372,18.92157,18.82684,18.72342,18.43066,17.90469,18.30444,18.68106,17.0015,17.69254,18.70956,18.23755,17.75757,18.01779,18.46552,17.87033,17.60745,18.39633,18.34271,18.11359,17.08093,18.0889,18.00714,18.27234,18.69559,19.54254,19.75406,19.68097,18.78061,19.01932,18.7843,18.43066,18.31647,17.08929,18.23755,18.46552,17.87033,17.60745,18.31757,18.42139,17.97937,17.88629,18.34271,18.29312,18.11359,17.96002,18.13754,18.23608,17.08093,17.91684,18.0889,18.00714,18.27234,18.69559,19.54254,19.75406,19.68097,18.78061,19.01932,18.7843,18.43066,17.90469,18.31647,18.68106,17.0015,17.69254,18.70956,18.23755,17.75757,18.15436,18.46552,17.87033,17.60745
1930,1930,1930.125,2,18.22977,18.60294,17.97006,18.21329,18.32715,18.39069,17.31915,18.28497,18.19958,18.23276,18.52527,18.97131,19.78305,20.00302,19.89502,19.0712,19.26938,19.02966,18.66885,18.49765,17.23694,17.92038,18.44238,17.9519,18.32315,18.70316,18.05106,17.77921,18.52863,18.55499,18.22977,18.60294,18.06357,18.49603,18.4696,18.32715,18.13684,18.34494,18.39069,17.31915,18.16931,18.19958,18.43689,18.52527,18.97131,19.737,19.94193,19.89139,19.3537,18.98062,19.1666,19.07837,18.99899,18.66885,18.10294,18.49765,18.78787,17.23694,17.92038,18.9288,18.44238,17.9519,18.20996,18.70316,18.05106,17.77921,18.60294,18.49603,18.32715,17.31915,18.19958,18.23276,18.52527,18.97131,19.78305,20.00302,19.89502,19.0712,19.26938,19.02966,18.66885,18.51984,17.37378,18.44238,18.70316,18.05106,17.77921,18.52863,18.55499,18.22977,18.06357,18.49603,18.4696,18.32715,18.13684,18.34494,18.42902,17.31915,18.17856,18.19958,18.23276,18.52527,18.97131,19.78305,20.00302,19.89502,19.0712,19.26938,19.02966,18.66885,18.10294,18.51984,18.78787,17.23694,17.92038,18.9288,18.44238,17.9519,18.32315,18.70316,18.05106,17.77921
1930,1930,1930.20833333333,3,18.15121,18.55707,17.9682,18.24609,18.31256,18.27966,17.36926,18.25693,18.20782,18.19763,18.45447,18.85196,19.67001,19.90768,19.81723,19.06702,19.22375,19.01987,18.60733,18.40741,17.21732,17.87582,18.51321,17.94833,18.32581,18.59991,18.10623,17.77948,18.5015,18.48376,18.15121,18.55707,18.0585,18.51785,18.44925,18.31256,18.15155,18.34756,18.27966,17.36926,18.17398,18.20782,18.35745,18.45447,18.85196,19.66333,19.85791,19.81271,19.2731,18.97107,19.13651,19.0564,18.98538,18.60733,18.00064,18.40741,18.81155,17.21732,17.87582,18.83713,18.51321,17.94833,18.21796,18.59991,18.10623,17.77948,18.55707,18.51785,18.31256,17.36926,18.20782,18.19763,18.45447,18.85196,19.67001,19.90768,19.81723,19.06702,19.22375,19.01987,18.60733,18.42419,17.33536,18.51321,18.59991,18.10623,17.77948,18.5015,18.48376,18.15121,18.0585,18.51785,18.44925,18.31256,18.15155,18.34756,18.32193,17.36926,18.18576,18.20782,18.19763,18.45447,18.85196,19.67001,19.90768,19.81723,19.06702,19.22375,19.01987,18.60733,18.00064,18.42419,18.81155,17.21732,17.87582,18.83713,18.51321,17.94833,18.32581,18.59991,18.10623,17.77948
1930,1930,1930.29166666667,4,17.94836,18.36292,17.82605,18.18057,18.17923,18.00287,17.23886,18.0397,18.11151,17.96887,18.25015,18.53152,19.30508,19.57266,19.47745,18.79779,18.92963,18.80664,18.36874,18.16437,16.99561,17.65683,18.41638,17.81689,18.20074,18.29193,18.00375,17.69659,18.29016,18.28525,17.94836,18.36292,17.89392,18.4032,18.34409,18.17923,18.039,18.19247,18.00287,17.23886,17.97308,18.11151,18.13806,18.25015,18.53152,19.32501,19.51099,19.48013,18.94678,18.72321,18.87637,18.81418,18.69839,18.36874,17.79764,18.16437,18.76282,16.99561,17.65683,18.51813,18.41638,17.81689,18.08142,18.29193,18.00375,17.69659,18.36292,18.4032,18.17923,17.23886,18.11151,17.96887,18.25015,18.53152,19.30508,19.57266,19.47745,18.79779,18.92963,18.80664,18.36874,18.18591,17.04279,18.41638,18.29193,18.00375,17.69659,18.29016,18.28525,17.94836,17.89392,18.4032,18.34409,18.17923,18.039,18.19247,18.05933,17.23886,17.98303,18.11151,17.96887,18.25015,18.53152,19.30508,19.57266,19.47745,18.79779,18.92963,18.80664,18.36874,17.79764,18.18591,18.76282,16.99561,17.65683,18.51813,18.41638,17.81689,18.20074,18.29193,18.00375,17.69659
1930,1930,1930.375,5,17.73111,18.21051,17.6572,18.09885,18.0116,17.7532,17.02499,17.72888,17.98718,17.75043,17.9798,18.25357,18.98264,19.21365,19.15411,18.50876,18.63,18.56042,18.13477,17.94275,16.73502,17.35999,18.20895,17.59744,17.97919,18.04456,17.86655,17.58286,18.05661,18.12079,17.73111,18.21051,17.68658,18.24887,18.19821,18.0116,17.854,17.95871,17.7532,17.02499,17.67615,17.98718,17.90628,17.9798,18.25357,18.99393,19.16132,19.1618,18.60849,18.4552,18.608,18.54239,18.43066,18.13477,17.56665,17.94275,18.6438,16.73502,17.35999,18.24335,18.20895,17.59744,17.8692,18.04456,17.86655,17.58286,18.21051,18.24887,18.0116,17.02499,17.98718,17.75043,17.9798,18.25357,18.98264,19.21365,19.15411,18.50876,18.63,18.56042,18.13477,17.96939,16.72476,18.20895,18.04456,17.86655,17.58286,18.05661,18.12079,17.73111,17.68658,18.24887,18.19821,18.0116,17.854,17.95871,17.79358,17.02499,17.67953,17.98718,17.75043,17.9798,18.25357,18.98264,19.21365,19.15411,18.50876,18.63,18.56042,18.13477,17.56665,17.96939,18.6438,16.73502,17.35999,18.24335,18.20895,17.59744,17.97919,18.04456,17.86655,17.58286
1930,1930,1930.45833333333,6,17.59271,18.12085,17.60992,18.06573,17.87616,17.65454,16.83209,17.52216,17.90298,17.64966,17.85883,18.06906,18.82086,19.00833,18.99963,18.39029,18.48724,18.46338,18.04868,17.83243,16.63519,17.18433,18.00739,17.40067,17.78702,17.9455,17.73361,17.50177,18.00854,18.05673,17.59271,18.12085,17.58835,18.13748,18.07202,17.87616,17.69995,17.77457,17.65454,16.83209,17.49008,17.90298,17.82413,17.85883,18.06906,18.80432,18.96249,18.99612,18.43048,18.33487,18.48019,18.42813,18.30341,18.04868,17.4671,17.83243,18.54407,16.63519,17.18433,18.12881,18.00739,17.40067,17.68149,17.9455,17.73361,17.50177,18.12085,18.13748,17.87616,16.83209,17.90298,17.64966,17.85883,18.06906,18.82086,19.00833,18.99963,18.39029,18.48724,18.46338,18.04868,17.8493,16.62106,18.00739,17.9455,17.73361,17.50177,18.00854,18.05673,17.59271,17.58835,18.13748,18.07202,17.87616,17.69995,17.77457,17.69388,16.83209,17.48914,17.90298,17.64966,17.85883,18.06906,18.82086,19.00833,18.99963,18.39029,18.48724,18.46338,18.04868,17.4671,17.8493,18.54407,16.63519,17.18433,18.12881,18.00739,17.40067,17.78702,17.9455,17.73361,17.50177
1930,1930,1930.54166666667,7,17.60184,18.01248,17.69672,18.05203,17.78836,17.7876,16.71988,17.5014,17.85028,17.77695,17.86795,17.99149,18.81342,18.95932,18.99365,18.44821,18.54611,18.56329,18.03293,17.86276,16.74927,17.26318,17.95004,17.31461,17.74503,18.04874,17.66257,17.45801,18.05002,18.10034,17.60184,18.01248,17.62979,18.05969,17.97931,17.78836,17.65457,17.72623,17.7876,16.71988,17.47552,17.85028,17.89169,17.86795,17.99149,18.78143,18.92676,18.99152,18.39255,18.39063,18.54355,18.49921,18.3551,18.03293,17.55734,17.86276,18.48373,16.74927,17.26318,18.27286,17.95004,17.31461,17.63934,18.04874,17.66257,17.45801,18.01248,18.05969,17.78836,16.71988,17.85028,17.77695,17.86795,17.99149,18.81342,18.95932,18.99365,18.44821,18.54611,18.56329,18.03293,17.87555,16.74146,17.95004,18.04874,17.66257,17.45801,18.05002,18.10034,17.60184,17.62979,18.05969,17.97931,17.78836,17.65457,17.72623,17.8027,16.71988,17.47409,17.85028,17.77695,17.86795,17.99149,18.81342,18.95932,18.99365,18.44821,18.54611,18.56329,18.03293,17.55734,17.87555,18.48373,16.74927,17.26318,18.27286,17.95004,17.31461,17.74503,18.04874,17.66257,17.45801
1930,1930,1930.625,8,17.59598,17.95728,17.7623,18.04977,17.77145,17.93936,16.69168,17.48651,17.85049,17.82352,17.90475,17.97403,18.87805,19.0097,19.04587,18.54715,18.6391,18.68124,18.05493,17.90067,16.86752,17.37817,17.97607,17.2916,17.70786,18.14423,17.65863,17.47012,18.09378,18.16113,17.59598,17.95728,17.67291,18.01938,17.91714,17.77145,17.61035,17.74887,17.93936,16.69168,17.45142,17.85049,17.91617,17.90475,17.97403,18.82883,18.98083,19.06165,18.44806,18.49985,18.64447,18.61844,18.46829,18.05493,17.60071,17.90067,18.50043,16.86752,17.37817,18.43277,17.97607,17.2916,17.62952,18.14423,17.65863,17.47012,17.95728,18.01938,17.77145,16.69168,17.85049,17.82352,17.90475,17.97403,18.87805,19.0097,19.04587,18.54715,18.6391,18.68124,18.05493,17.89465,16.85098,17.97607,18.14423,17.65863,17.47012,18.09378,18.16113,17.59598,17.67291,18.01938,17.91714,17.77145,17.61035,17.74887,17.91409,16.69168,17.45593,17.85049,17.82352,17.90475,17.97403,18.87805,19.0097,19.04587,18.54715,18.6391,18.68124,18.05493,17.60071,17.89465,18.50043,16.86752,17.37817,18.43277,17.97607,17.2916,17.70786,18.14423,17.65863,17.47012
